,Description,forum
87,"This paper checks the original paper's four claims (listed in lines 97--103) on the algorithm TGT (Transitive Global Translations). As pointed out (lines 105 - 107) by the authors, the original paper's claims are investigated via the original paper's original code. The authors of this report use new code instead to verify some extended experiments. We doubt whether this is a well-focused reproducibility investigation.

We list our concerns below.

1. Language. There are quite a few grammar problems, and the paper appears carelessly composed.

2. In the 'methodology' paragraph, by putting 'We also replicate their findings by re-implementing the authors' method in PyTorch...' does it mean that all or only a part of the computing in the original paper is re-implemented?

3. Given that the communication with the original authors does not yield meaningful result and is only because of misunderstanding, why is that paragraph still listed?

4. Could the problem with the deprecated software package be solved by Docker or Anaconda? Note that any software package shall be deprecated at some time point in the future.

5. For the clustering's uncertainty, the authors reported in the 'What was difficult' paragraph, is it because of the random seed or different implementation techniques? Is the final result sensitive to different initialisation of random clustering? It seems to us that the paper only reports the observation but has not paid any effort to uncover the cause.

6. What does 'GCE' stand for? (lines 80 & 83)",cqAHExg2f
88,"The report is on reproducing the paper ""Explaining Low dimensional Representation"" by Plumb et al. Overall, the submission does rather thorough reproduction and even go beyond the original paper to add some extension (though missing parts such as hyperparameter search). However, writing of the report can be largely improved as currently it looks more like a student's report rather than a work that can be published in the special issue of a journal.

Reproducibility Summary: is provided and adequately reports the major finding of the submission

Scope of reproducibility: is clearly stated and followed later

Code: the authors of this submission both used the code provided by the original authors and then re-implemented it from scratch. The github link to the code gives an error (potentially because the repository hasn't been made public yet). In anyway there was no opportunity to check the code of the submission or its docs.

Communication with original authors: the reports mentions communication with original authors regarding a choice of epsilon hyperparameter, but the authors emphasised the difficulty of selecting clusters, but no mentioning whether this question was attempted to clarify with the original authors.

Hyperparameter Search: in the experiments with the original code the authors only used the same hyperparameters as in the original paper. No hyperparameter sweep has been performed.

Ablation Study: No ablation study has been done

Discussion on results: the discussion at the end is rather well done with discussions which claims from the original paper were confirmed and which were questioned during reproduction. However, presentation of the results themselves is the poorest part of the report from the presentation point of view. The results sometimes not thoroughly discussed but the text just refer to corresponding tables and figures, which in itself is not satisfactory, moreover, those tables and figures are also missing some details and can be unclear.

Recommendations for reproducibility: the only recommendation left is in terms of this selection of clusters, which seems to cause the main issue with reproducibility

Results beyond the paper: the report provides results beyond the paper when the authors investigate a more expressive transformation than considered in the original paper. Though the results show that this extension does not actually bring significant benefits it is interesting to see these results and negative results are also very useful for the community

Overall organisation and clarity: the part that can be mostly improved. As mentioned before, the results section is the poorest here lacking the good presentation.

Some particular points (mostly on organisation and clarity):
1.	Lines 5-6, “They show their method …” – the sentence is not grammatically consistent
2.	Line 43, x_s is not defined
3.	Notation x for a low-dimensional representation in Introduction is not very suitable as it is later used to denote a point in the input space in Methodology
4.	Lines 197-198, “Since the clusters in the Tensorflow…” – the sentence is not grammatically consistent
5.	Section 5.3.2 and 5.3.3, “deltas” and “logit gammas” appear without introduction (translation and scaling were not called like this before). They are being explained only later in Section 5.3.4
6.	Section 5.3.5, G is not defined and j is reused here as it denoted the group in lower dimensional space before
7.	Line 252, “Based on the reproduction…” – unfinished sentence 
8.	Section 6.1, first paragraph – translation of jupyter notebook into python scripts doesn’t seem to be a problem
9.	Line 268, “This also means …” – something wrong with this sentence
10.	Section 6.2 is redundant as this idea has been discussed at the beginning
11.	Figures 5-10 require more explanation, axes are not labelled, missing legend and overall explanation what is going on. “0th dimension” does not look good in the text

Minor:
1.	Line 171, there seems to be a typo and the second x_2 should be x_3
2.	Figures 2 and 3 – make all subfigures of the same size

",cqAHExg2f
89,"This reproducibility review is of high quality: the authors were successfully reproducing the earlier results in another modeling ecosystem and the reporting is clear. 

If there would be anything to improve, it would be about finding some examples that pose potential problems for reproducibility; even with good reproducibility there can be potential pitfalls and reporting what has been done to identify and point out the weak points would be informative if such examples can be found.
",kNqh-T-OJc
90,"The authors have done a fine job in reproducing the original paper. 
* The reproducibility summary is provided. 
* It seemed fairly easy to reproduce the results from the paper. 
 ** The authors converted the original code to Pytorch and started their analysis from scratch. Their results tallied with that of  the original paper. 
 ** Further, the authors ran the code on a new Crop dataset checking code/idea generalizability. This is a great move.

* Even though no communication with the original authors was needed, some areas to tidy up in the code and notebooks are provided by the authors but these are minor.
* Overall approach to reproduce the results and the paper are clear. ",kNqh-T-OJc
91,"Authors attempted to reproduce the main experiments in the original paper, namely (1) per-image attention maps on MNIST, (2) anomaly detection explanations on MNIST, (3) anomaly detection on UCSD Ped1 and MVTec-AD, and (4) latent space disentanglement on dSprites. The authors of the original paper only provided code for generating visual explanations on MNIST.

Authors distinguish two visualization methods: (1) visualizing explanations for VAEs by calculating the attention maps per latent dimension and aggregating these, and (2) generating attention maps from the sum of the inferred mean vector in order to visualize anomalies. Authors then compare the two methods for anomaly detection, which I believe is incorrect. (1) aims at highlighting the areas of the input image that explain the data (e.g. if the VAE was trained on 1's, which regions of the image look like a 1?). On the other hand, (2) aims at highlighting the regions of the input image that are not well explained by the distribution of the training data (i.e. if the VAE was trained on 1's, which regions of the image do *not* look like a 1?). Therefore, the first method should be used to reproduce Figure 1 in the original paper, whereas the second method should be used to reproduce Figure 4.

Authors used the provided code for the aforementioned experiments, where they had to remove an input parameter to make it work. There is an issue on this regard in the repository, where the first author of the original paper wrote the following: ""[...] To me, it definitely has to do with the new updates of PyTorch. But unfortunately I'm not exactly sure how they affect auto-gradients in our case."". I would encourage authors to double-check that the code behaves as expected, or run the provided code using version 1.0 of PyTorch as suggested in the repository.

The remainder of the submission attempts to reproduce the rest of experiments, but all results (including baselines) are quite far from those reported in the original paper. It is unclear why this happens and, while authors suggest that it might be due to shorter training runs, I suspect that this might also be related to some mistakes in the implementation of the attention maps.

In general, the submission failed at reproducing the original results. It is unclear whether this is due to a difference in the experimental setup or due to implementation errors. For this reason, I lean towards rejecting the paper and encourage authors to investigate why the results on MNIST could not be replicated before moving on to the more complex experiments in the paper.

Minor comment: captions for Figures 1 and 2 are very short and it is difficult to understand what is being shown.

Some typos:
- Reproducibility Summary: papers -> paper's, its' -> its
- Introduction: models -> model's (or models')
- Figure 2: Repliction -> Replication
- UCSD Ped1 Results: preform -> perform",b9wHFv2V_j
92,"This review is detailed and high quality. It aims to reproduce VAE results on multiple data sets. 

The reproducibility report is robust since the authors are able to replicate results in some of the data sets (MNIST). This, together with the detailed reporting, demonstrates that they had acquired the necessary understanding of the methodology in order to reproduce the original analyses. Reproducibility efforts fail in other data sets, and plausible explanations are provided. Communication with the original authors has taken place appropriately.

The work is significant as it robustly highlights potential problems in the original publication in terms of reproducibility and includes thorough reporting and discussion about the contributing factors.
",b9wHFv2V_j
93,"This paper provides a detailed description of the setup for reproducibility and well-discussed experiments and results. Given the limited resources and lack of support from authors of the original paper, it shows the difficulties for reproducing the main results for anomaly detection. 

It is not very clear about the scope of reproducibility based on the description from the reproducibility summary on page 1. It sounds more like a description of the main results in the original paper. 

“To produce attention maps to localize anomalies for the MNIST dataset the repository of the authors could be used.” It is not clear here whether reproduced from the reused author repository or not.


The writing of this paper needs to be polished. Examples below show the sentences that may need to rephrase: 
“The papers primary claim is that ...”
“ ..., its’ supplement and external source code.”
",b9wHFv2V_j
94,"The authors have attempted to reproduce the results of the article ""Towards Visually Explaining Variational Autoencoders"" by Liu et. al. (CVPR 2020). They have presented a summary report which has all the required elements. 

The authors have made a significant effort to reproduce the results of the original paper. They mentioned that they obtained some of the code from the authors and sourced the rest from other github-repositories. They also report having contacted the authors to clarify information in the original paper.  

The report is reasonably well organized though the explanation of the original paper in the Introduction could use improvement. They could include some more details about the methodology so as to enable understanding it without reading the original paper.

Some of the other concerns I have with the report are as follows: 

1. They report that the original paper's authors' code was incomplete but do not clarify what additions/adjustments they had to make to the code. They have not provided their modified codebase.
2. The authors' primary focus is to reproduce the anomaly detection results and report that they were unable to reproduce all the results of the original paper. They also report that their results for the quantitative metrics do not match those of the original paper. However, the authors have not tried to explain why  The code for quantitative metrics used to evaluate the results was written by the authors themselves. Is it possible that there were errors/differences in the evaluation code? There is no mention of any correspondence between them and the original paper's authors to discuss the differences in the results. Their final conclusions do not include any analysis of the differences in the results. 
3. It is impressive that they have reported the training time for each of the data sets that they have tested on but they have not due diligence on the hyperparameter sweep. The only hyperparameter they have performed a search on is the number of epochs. They have used the default values  (as specified by the original paper's authors in their supplementary material) for the other hyperparameters. 
4. Though the reproduction of the results of latent disentanglement using the dSprites dataset is included in the scope of the reproducibility they have not performed these tests. 

In summary, though the authors have made a significant effort and shown the difficulties in reproducing the results of the original paper,  I believe that this report could use a lot of improvement. 
",mXpKOalTtN8
95,"The original paper was difficult to reproduce because of the lack of certain parts of the code and poor documentation, however, the authors did a good job in reproducing and verifying various claims. As per the results, the quantitative values reported here are lower than expected. The paper is very well written. What is lacking is a thorough hyperparameter exploration. 
 ",mXpKOalTtN8
96,"The authors provide a very nice summary and concrete that is being elaborated in the document. They cover fully the reproducibility of the paper in terms of scope where they reused the original author's code. It would be interesting to perform a hyperparameter search in order to verify the claims of the authors and maybe find new hyperparameters not experimented with the authors. 

In general, the report is well written and has a clear structure so I recommend it for being accepted. ",mXpKOalTtN8
97,"*Scope of reproducibility:*

The authors clearly state the scope of their experiments (reproducing the embedding experiment, restricted-self attention with BERT and the sequence-to-sequence experiments), and cleanly execute on them. 


*Code:*

 In some instances, the authors re-used code from the original authors, and in some instances, they wrote their own. I did not see a reference to the code written for this paper. 


*Communication with original authors:*

The paper authors reach out to the original authors. It looks like a good discussion took place, and the original authors were helpful in clarifying some of the ambiguities that arose through the paper (and also in providing code + datasets). 


*Hyperparameter Search:*

Neither the replication study nor the original paper used a hyperparameter search. However, the replication study included results on the variance between the 5 random seeds (original paper reported the mean). 

*Ablation Study:*

I don't believe the replication study performed any ablations. 

*Discussion on results:*

The replication study presented an excellent description of the reproducibility of the original paper and made clear when the results reproduced and did not reproduce. They clearly stated that some details were ambiguous, but that they were ultimately able to resolve those details. 

*Recommendations for reproducibility:*

The replication study authors and original paper authors seem to have clarified some ambiguities during their discussion. Those would be useful to add to the original paper. 

*Results beyond the paper:*

The replication study investigates the idea that under-parameterization of the models could lead to a decrease in test accuracy when the hyperparameter controlling attention mass on impermissible tokens increases (less able to pay attention to impermissible tokens). They investigated this by increasing the embedding dimension and found it did not improve test accuracy. 

*Overall organization and clarity*

* I appreciated the reproduction of the tables from the paper with the author|reproduced! It made it easy to follow along with. 
* Thank you for including the breakdown of the computational requirements for running each task (table 2). This is great. 
* I think the explanation of the seq2seq tasks makes sense if you have read the original paper, but could be confusing if someone has not. Please try writing more on this!

	
",-rn9m0Gt6AQ
98,"The authors follow the Reproducibility Summary very well.
The authors re-used the original code repository. They also ported the code to PyTorch Lightning to make it easier to reproduce the research in the future.
They did not change any hyperparameters and used the same value in the original paper.
The authors had fair contact with the authors of original papers and they had discussed minor issues.
There are no changes in hyperparameters. The implementation results are the average of five-run times of training the model. They used all datasets except the Reference Letters, due to privacy concerns.
The authors added two Blue scores in the seq-seq model for translation.
They do not propose any beyond results or improving the original paper, but they have a good discussion that can describe the deep understanding of the paper.
There are minor grammar typos.",-rn9m0Gt6AQ
99,"The paper is well written and easy to follow. Authors seem to understand the original paper very well and have done a good job in organizing the content. Given one of the classification dataset was not publicly available, reproducing for one task was not feasible. Apart from which authors have experimentally verified the claims on other tasks/datasets.

Authors have been in constant touch with original paper authors and it is appreciable that original authors have helped in reproducing the experiments by providing data/code as requested by authors along with providing more details/clarifying queries.

It is good that the authors had re-implemented BERT model (as the source code was not available initially) and discussed the challenges in re-implementing with information provided in paper which is important for Reproducibility challenge. However, they were not able to replicate the results. Once the source code for BERT experiments was provided by original authors they were able to reproduce the results and verify authors claims. It would have been interesting if the authors could have identified the reason for performance drop in their re-implementation setting. 

In table 4, it is interesting to note that there is no change in accuracy for 'Embedding model' on occupation prediction task which is not expected as removing impermissible tokens negatively impacts performance. Any explanation for this behavior w.r.t impermissible tokens ?
Table 5 includes accuracies from paper and reproduced results, however the original paper does not report accuracy for the task 'En-De MT' - where do these numbers come from ?

Additionally, authors experiment with different embedding sizes hoping to counter the performance drop as λ increases - however it was inconclusive. Having said that authors provide another insight into why they believe could be the reason for performance drop. It would have been interesting to see the impact of the way to remove impermissible tokens on performance trend.

Overall, the paper provides good discussion points and clearly outlines what was provided, what was challenging to infer based on the information in paper/code. They perform all the experiments mentioned in the original paper and verify the claims along with providing insights and implementation aspect. This work helps in understanding the internal details required to reproduce the original paper. Hence, I would recommend to accept this paper.",-rn9m0Gt6AQ
100,"***Reproducibility Summary***
The authors provide a complete and useful reproducibility summary.

***Scope of reproducibility***
The authors clearly state the experiments they are trying to reproduce from the original paper and their setup.

***Code***
The authors reimplemented some code and referred to some parts of the original code, which is not complete and is missing parts to reproduce certain experiments.

***Communication with the original authors***
The authors of the report clearly indicate that they have had limited communication with the original authors of the paper through GitHub issues. Since there were some issues in reproducing some of the results, more communication is encouraged to further investigate the issues.

***Hyperparameter search***
The authors coducted reasonable hyperparameter searches considering their computational resources and the amount of details provided in the original paper.

***Ablation study***
The authors have conducted additional ablation studies on the idea proposed in the original paper as an extension of that work.

***Discussion on results***
The discussions of the results is through, highlighting what was reproduced, what was not and possible causes.

***Results beyond the paper***
The authors have included ablation studies as additional results beyond the original paper.

***Overall organization and clarity***
The report is well organized and it is quite clear.

Overall this is a good report, with reasonable experiments that highlight issues in reproducing some of the experiments in the original paper. More communication with the authors is encouraged to try to understand better whether the original results are not correct or there are missing details in this reproduction.",eAy3DVh0xp
101,"The authors reproduce the paper ""Towards visually explaining variational autoencoders"" [Liu et al. 2020]. The authors provide a brief summary of the paper and try to reproduce all the experiments mentioned in the paper, however for many of the critical experiments the results reported are different from the original paper. For instance, for the MVTec-AD dataset, the authors report numbers in table 2 and for some of the instances, they have double-digit differences in their AUROC measurements. 
In addition, some of the provided figures are not very informative. For example in Fig.2 and Fig.3 qualitative results of the reproduced model as well as the original model are provided however since the frames are not exactly paired it is sometimes hard to do a fair comparison. Furthermore, for some frames that look similar, the attention amps look vastly different.
Furthermore, the language of the report can also be improved.
Also an extension of the original paper, authors investigate applying this method  to stacked RBMs but as they claim they could not obtain any meaningful and explainable results.",eAy3DVh0xp
102,"In this report, the authors try to reimplement, reproduce and extend results from the paper Liu et al. (2020) - Towards visually explaining variational autoencoders. The original paper takes a step towards visually explaining generative models by using visual attention maps conditioned on the latent space of a variational autoencoder (VAE). 

The authors of the reproducibility report some parts of the original authors’ code and did slight hyper parameter tuning. Most of the results are claimed to be reproduced for parts of the original paper for which the code was available, while for some other parts, reproducing results was hard. The authors of this report also did not have an extensive communication with the original authors, except minor ones on Github by opening an issue. 

The report not only tries to reproduce the results from the original paper, but also tried an extension of the work by using Restricted Boltzmann Machines. The authors of the report provide a clear description of the datasets, and include a couple of ablation studies which are useful.

Some of the parts which seemed missing or confusing were:
- Include appropriate citations - for example, for Restricted Boltzmann Machines
- Line 72 - Figure 9 and 8 in the appendix are referred to. But these don’t exist in the appendix
- Notation in the Equation 1 can be clarified
- Line 138 - Could be made clearer on which parts of the original code are being referred and including more details directly from the paper here would also help.
- Formatting of Figure 1
- Line 188 - …similar to that of the paper (see 2). —> Seems the referred number “2” is Table 2? This can be properly labeled and linked


Overall, the authors seems to reproduce the results and make an educated hyper parameter selection. Ablation studies and a couple of insufficiencies from the original paper are also highlighted. If the manuscript can be proof-read and typos and missing figures can be fixed, it can be taken into consideration in the final score. ",eAy3DVh0xp
103,"Even though the authors failed to reproduce results regarding performance, they find that the privacy claim is valid. 

They provide a detailed discussion about what was easy and what was difficult when they prepare the reproducibility report. The report is well-written and easy to follow. ",zLzuHtQopDp
104,"The authors did well. Though the codes for the original work was not available, they reproduce the work by coding from scratch.",zLzuHtQopDp
105,"This paper attempts to replicate the work in Interpretable Complex-Valued Neural Networks For Privacy Protection which in general was not possible due to missing details in the original paper.

The author provided a good description of the work that they have done to replicate the original. The authors identified the details that were missing in the paper. They also mention time constrains, which did not allow them to pursue for example some further hyperparameter tuning.

The authors tried to contact the original authors without any success.

What would have been interesting is to provide a full summary of what would have made the reproduction easier, besides providing the pseudo-code.

All-in-all, it is a good paper.
",zLzuHtQopDp
106,"This paper tries to reproduce the results provided in ""Identifying Through Flows for Recovering Latent Representations"". the authors reproduce the experiments in the original paper obtaining results, which are reasonably close to the original paper's reported numbers, diverging by only about 2.5%. The reproducibility report is written in a clear way having details of the experiments conducted. Furthermore, the authors investigate further experiments comparing the model with additional Flow-based models to give context to the devised model. Furthermore, further discussion is done on the applicability as well as the practicality of the iFlow model. 

I have a few minor questions:
Why are the MCC results so different on different seeds? [Figures 1-3]
In figure 4, the data samples on which iFlow and Flow are compared look actually different and for the iFlow the data itself is more disentangled. Can you please provide some more comparable results for this?",1E7p3r8-zxV
107,"This reproduction report does extensive works on different aspects to verify the original paper iFlow. The authors give a comprehensive study on three objects: 1) reproduce the results of MCC-scores presented in the original paper; 2) they elaborate on the fairness of the metrics used in the original paper; 3) they also evaluate the usability and practical advantages by working on different commonly used machine learning/presentation learning datasets. The authors of this report find some interesting points which are not presented in the original paper, and they also give a clear presentation of the experiments, analysis, and conclusion. Therefore, I feel this report is a good reproduction of the iFlow paper, which gives us a better and confidential understanding of the paper.  ",1E7p3r8-zxV
108,"This paper discusses reproducing the work included in Learning to Deceive with Attention-Based Explanations by Pruthi et al. Pruthi et al. claim that attention weights can easily be manipulated without significancy accuracy loss and that human subjects can be deceived by this attention weights. The paper focuses on reproducing the first part of the claim as the second part requires a user study. 

The paper focuses on three models: embedding, biLSTM, and BERT. There are two evaluation tasks: classification (occupation, pronoun-based, sentiment analysis), and sequence-to-sequence. The paper shows that the results do reproduce the results fairly well, and the reproducibility aspect was acceptable (with quick responses from the authors).

Overall, the writing style in this paper needs to improve. There are many grammatical mistakes, and the paper does not flow very well. The first half of the paper did a good job of explaining the problem and the models used. However, the second half of the paper, including the results and reproducibility portions, needs more work. I would have like to see the differences in training time / evaluation time, better explanation of Table 4 (especially what the column names are), and more information on what correspondence occurred with the original authors (did they give a more thorough code? define the anonymization functions better?) ",VDlDzmfZaxg
109,"The report describes the efforts in replicating the results of ""Learning to Deceive with Attention-Based Explanations"", where it is shown how 1) attention weights can be manipulated without loss in performance and 2) humans can be deceived by the obtained attention weights. The report describes the efforts in replicating the first claim. The authors of the report used the code of the original paper to replicate the results, adding the transformer part and missing anonymization functions. Overall, the results have been extensively replicated and the experiments well described. There are however some parts not well written (e.g. typos, half-sentences, missing links),  with missing explanations (e.g. multi-class sentiment analysis, transformer, anonymization) and with critiques to the claims of the paper (e.g. importance of the user study, capabilities of deceiving of the attention weights) not supported by experiments. Overall, I think the reproduction effort has been well conducted, but the report needs to be improved (see weaknesses below) to be accepteded. Below I detail what I think are the strengths and the weaknesses of the report. 

Strengths:
+ The authors managed to replicate all the quantitative results of the main paper (on public datasets) with fair efforts for the missing components they added.
+ The experiments are very detailed, from the data splits to the hyperparameters used.
+ Discussions on the difference between the reproduced and the original results are also thorough and well justified.

Weaknesses:
- Maybe it is due to the lack of time, but the report misses careful proofreading. There are Tables not well linked (e.g. lines 136,172) wrongly cited equations (Eq. 0, line 74), typos (e.g. ""Reproducability"", line 207), missing end of sentence points (line 182), upper case start of sentences (e.g. line 161), half-sentences (line 202). Proofreading the report is necessary to ensure its quality. 

- In Table 3 multiple numbers have an empty standard deviation for the A.M. column. Why is this the case? The table looks a bit weird with all the empty space after some +-, thus it would be good to add those values (preferably) or eliminate the +-.

- Some parts and definitions are not clear. For instance, I was not able to find definitions for A.M. (Table 3-4) and I (equation ""0""). Similarly, the report mentions an extension of the paper by performing multi-class sentiment analysis (line 89) that however is not detailed in the following section and is not reported in the results (since the comparison is with the values reported in the original paper). These details should be included to avoid misconceptions.

- The attention weights \alpha are computed from the dot product between QK^T  ""softmaxed"". However, line 54 reports the non-softmaxed version of the dot-product to compute the attention, which is inaccurate. I would suggest the authors
to re-define the attention A by explicitly showing the contribution of \alpha and how it is computed.

- The difficulty of the reproduction due to 1) missing transformer code and 2) missing anonymization (lines 209-210) are not extensively described in the report. Since the report should highlight the encountered difficulties (if any) in reproducing the original results, I would extend section 2 to include a discussion of any components the authors needed to add to reproduce the results + every effort (e.g. missing libraries, dataset set up) that was required to reproduce them.

- The scope of the report is to reproduce the quantitative results of the original work, without reproducing the user studies. While I agree that the three subjects of the original paper do not constitute a large set allowing drawing general conclusions, I do not think it is fair to say that 1) the human study is unnecessary and unfounded (lines 213-215) and 2) raising doubts on the capabilities to deceive of the model (line 218). These are personal thoughts with no scientific/experimental grounds, since not results are shown to support that humans might not be deceived. I strongly suggest removing any claim not supported by 1) experiments 2) experience in the reproduction.

- The sentence in lines 214-215: ""it added bulk to an unstructured paper, which in our minds, would have benefited from less individual projects""  is non-sensical and not founded anyway since 1) the unstructured paper is the original one? (peer-reviewed and accepted to ACL 2020) 2) what are the individual projects?",VDlDzmfZaxg
110,"The authors did a good work, they joggle round missing data and came up with same result as the original authors.",VDlDzmfZaxg
111,"Reproducibility Summary:
- The summary did a nice job outlining the report.

Scope of reproducibility:
- Makes clear what the scope of the report is, and provides nice justification for why certain parts were left out (i.e. missing data sets).

Code:
- Uses the original code
- Does an extensive look and dissection of the code base to find some issues worth noting. For example:
  - orthogonalization applied to both the P-path and Q-path), which wasn't obvious from the original text. They do a small experiment to test the model's sensitivity to this change.
  - The final prediction is calculated differently than reported
  - Unreported fine-tuning of the embeddings for the two paths independently
  - An odd choice in how the dev set is chosen from the training set.
  
Communication with original authors:
- Mentioned sending email to clarify parts of the code with no response.
  
Hyperparameter Search:
- None done in the reproduction, and none done here.
  
Ablation Study:
N/A

Discussion on results:
- Did a nice job raising concerns about the original paper's findings.
- Raised many concerns, gave evidence for why these concerns would be problematic (even testing what the changes would be), and gave concrete steps for improvement.

Results beyond the paper:
- Expand the set of evaluation metrics
- Test claim's generality on different architectures. Specifically, the authors applied the metrics to a Bi-directional LSTM model.

Overall organization and clarity

Overall, the report is well written and relatively clear. Some things I would suggest/some questions:
- How many runs did you do for each experiment? Is this similar to what the original authors did?
- table 6, how were the confidence intervals calculated?
- The sub-section ""other attention mechanisms"" in section 7 is a bit out of place. Maybe you can remove the this entirely, and add it to the final discussion? Because you don't run more experiments here, it just doesn't seem to fit. If you do run experiments here, this needs to be made much clearer.
- The original paper does not seem to do a parameter sweep of any kind, so this would have been a nice inclusion in the report. Event if it wasn't for all the data sets.
- The original paper chooses the best model (out of a set of unknown size) from the validation accuracy and reports the test accuracy. I'm not apart of the community this paper is aimed at (i.e. NLP/Explainability), so I'm not sure how common this is as a practice. Usually, I would prefer to see multiple runs and either a median or average reported with confidence intervals. Of course this can be ignored if this isn't standard practice in this community.

Again. I think this report is well put together and the biggest weakness is the lack of hyperparameter search and ambiguity around how the models were reported (i.e. best of, mean, median) w/o confidence intervals.
",lE0wqKGROKa
112,"* Reproducibility Summary

  The report contains a well-defined and articulate reproducibility summary as prescribed by the challenge.
* Scope of reproducibility
  
  The report contains well-defined scope involving two central claims of the original paper - attention weights not being faithful in plausible explanations in LSTM, and methods to reduce the conicity in order to increase the plausibility of the explanations.
* Code: whether reproduced from scratch or re-used author repository.

  Authors provide their own codebase link, which consists of the code re-used from the original repository. The codebase is well structured with proper README in the appropriate places.
* Communication with original authors

  The report mentions that they have contacted the original authors, but they did not hear back from them. This is unfortunate but sadly happens quite frequently. I applaud the author's effort to reach out to the original authors despite the no reply.
* Hyperparameter Search

  It does not appear that the authors performed an additional hyperparam search than what was reported in the original paper.
* Ablation Study

  The authors compute several extra experiments as part of the ablation of the original work. They add a new evaluation method to clarify the conclusions of the original paper further using LIME. This is a splendid idea, and the correlation results with Pearson correlation (funny it's a correlation of a correlation!) and JS divergence shows the need for such study. The results are mixed, as the main selling point of the paper (Orthogonality and Diversity) does not correlate well with LIME. I would be curious to hear from the authors if they read this review.
  The authors also tested for generalization using Bidirectional LSTM to test the author's claims further (and add a note on why other mechanisms, such as Transformers, are not straightforward to evaluate in the same setting). The authors find the proposed methods do not unconditionally improve the explanations. These kinds of cross-architecture robustness experiments add tons of value to the original paper, and I commend the authors for doing the same.
* Discussion on results

  The report provides a clear and concise discussion of their findings. The authors provide faithful results, both of which experiments worked and which did not. The authors summarized their findings on the original paper and conclude Orthogonal LSTM does clearly leads to lower conicity than Vanilla LSTM, however, the results are mixed. Table 4 is a great summary, clearly defining how each of the claims is supported or not by their reproducibility study.
* Recommendations for reproducibility
 
  The report goes above and beyond to conduct a thorough code review of the original paper, which is a stellar contribution to both reproducible research and to the understanding of the code provided by the original paper. The authors further provide ample discussion and conclude the benefits of orthogonality and diversity training are more relevant for simpler tasks.
* Overall organization and clarity
  
  The report does not have any significant typos. It is well organized into appropriate sections.
",lE0wqKGROKa
113,"1. The authors have clearly identified the following claims in the paper for reproducibility:
   1. Superior privacy preserving properties of the complex-values networks compared to the standard networks.
   2. Similar classification performance as real-valued networks on both datasets.
2. The authors of this report have implemented the code by themselves as the original implementation wasn't open-sourced. Despite the lack of information, the authors have also done hyper parameter sweep. The authors have clearly provided the implementation details in their report.
3. Due to lack of time they couldn't communicate with the original authors and have mentioned it in the report.
4. In their discussion and results section, the authors have clearly identified the parts of the paper that were easy to implement and those that weren't. Through extensive experiments, the authors have shown that while the privacy preserving claims of the complex networks hold, their classification performance is impacted compared to the baseline model. This is in contrast to the claim reported in the paper. However the authors have also considered if the difference in the accuracy might boil down to implementation of underlying architecture. Overall the authors have suggested that to further support the the main claim of privacy preservation, the paper can be augmented by adding pseudo-code and figures.",U2E22LewEX1
114,"The reproducibility of this paper involved coding the experiments since no code was available from the original authors. Considerable effort has been taken to recreate the experiments as closely as possible but no effort was taken to contact the original authors for hyper-parameters to test the reported metrics. The reproducibility report, however, outlines the main claims made by the original authors and test these claims in their experiments. They have contrary results to the original claim that complex valued networks perform similar or better than real-valued networks. However, this is difficult to compare without training the network on the original parameters with the right optimiser. Moreover, the models have only been trained once which is not adequate to obtain optimal model performance and hence not adequate effort to report believable results.
The reproducibility report is able to verify that complex valued networks are less susceptible to inversion attacks but with weaker results. This could again be attributed to the difference in model parameters and optimisation technique used and hence an expectation of identical results is not reasonable.",U2E22LewEX1
115,"This report does reproducibility study of Xiang et al. ICLR 2020 Interpretable Complex-Valued Neural Networks for Privacy Protection.

Reproducibility Summary: present with adequate and sufficient summary of the performed reproducibility study.

Scope of reproducibility: is clearly stated and the report follows it

Code: the authors of the report implement the code from scratch as the original authors didn't make their code publicly available. The link to the repository is provided. All the results from the report seem to be able to be reproduced by following the easy to follow jupyter notebook. Although the code looks clean and readable from a quick glance, the documentation for the code is very limited or absent.

Communication with original authors: the authors of the report claim that they didn't communicate with the original authors due to lack of time. This claim without any further clarifications looks a bit odd as communication with the original authors may resolve some issues which the authors of the report mentioned as required lots of time, such as some missing implementation details in the original paper.

Hyperparameter Search: no hyperparameter search has been performed with discussion that this was due to limit of time. Considering the amount of experiments performed and that the implementation was done from scratch, the claim looks reasonable.

Ablation Study: no ablation study is performed beyond the original paper.

Discussion on results: The report explicitly discusses which parts were easy and difficult to reproduce and which claims from the original paper were confirmed in their experiments

Recommendations for reproducibility: though there are no explicit recommendations the authors emphasise which implementation details were missing in the original paper that caused the most problems in the reproducibility study

Results beyond the paper: No results beyond the paper, moreover some of the more computationally heavy results from the original paper were not reproduced

Overall organization and clarity: The report is very well written and easy to follow",U2E22LewEX1
