,Class Index,Description
398,3,"""The paper presents an application of a measure of dependence between the input power spectrum and the frequency response of a filter (Spectral Density Ratio from [Shajarisales et al 2015]) to cascades of two filters in successive layers of deep convolutional networks."
399,3,"\n\nFor the versions of the model that use beam search, what beam width was used?"
400,1," The authors report improved paraphrasing of phrasal verbs, and state-of-the-art accuracy in correcting grammatical errors involving prepositions, and good results on prepositional phrase attachment."
401,3,"  This experimental feat is quite impressive, and moreover, in the comments on OpenReview, Yoon Kim claims to have replicated the CIFAR result."
402,3, \nHave you checked your model using different length vectors?
403,3,"\"" The reward suggests that the goal is to collect as many health kits as possible, for which surviving and maintaining health are secondary."
404,3,"\n\n3. In the experiments, the authors found the network optimized by the proposed algorithm generalize better than regular SGD."
405,1,The paper is well written and easy to follow.
406,1,\n\nClarity:\nThe paper is lucidly written and very understandable.
407,3,"""The authors suggest using a variational autoencoder to infer binary relationships between medical entities."
408,2,"The research team cooked up a great filet mignon. Instead of mushrooms and an exquisite French sauce, we got American ketchup."
409,3,\n\nAuthors are suggested to perform experiments on more datasets to make the results more convincing.
410,2,It is not clear whether important new insights will be gleaned - it cannot be clear until the final product is reviewed
411,3," \n\nI believe that the current method can only learn and track simple objects in a constant background, a problem which is  well-solved in computer vision."
412,3,"  Once again, it would be interesting for the paper to study why they achieve robustness to noise while the effect does not hold in general."
413,3,\n\n- I think it's important to state in table 1 what is the amount of distortion noticeable by a human.
414,1,"\n\n- The averaging metrics (geometric, harmonic vs arithmetic, whether\n  or not to clip max score achieved) are somewhat interesting, but in\n  the main paper, I think they are only used in section 6 (seems like\n  a waste of space)."
415,3,"\n- When introducing CNNs, please also cite Waibel and TDNNs - they are *the same* as 1-d CNNs, and predate them."
416,1, Results look promising too.
417,3," It is investigated how several RL strategies perform on a large, standardized data set."
418,1, \n- Significant empirical advantage over TRPO.
419,1,\n\n\nI enjoyed reading this paper and would like it to be accepted.
420,3,"""Summary: The paper introduces \""Phase Conductor\"", which consists of two phases, context-question attention phase and context-context (self) attention phase."
421,3,\n\n2. One intuitive approach to task balancing would be to weight each task objective based on the variance of each task. 
422,3, It\u2019s a simple method that can be applied post-training and seems to be effective.\
423,3, It is also necessary to inspect claims that are made by researchers to avoid the community straying in the wrong direction.
424,3,  It proposes a non-parametric approach that maps trajectories to the optimal policy.
425,3," \n\nIn the presented experiments, the new spectral method outperforms the tool based on the Bayesian optimization, technique based on MAB and random search"
426,3," \n- Finally, as the matrix is not symmetric, do real eigenvalues always exist?"
427,3,\n\nEquation 1 has a symbol E in it.
428,3," For neural networks, Nguyen and Hein (2017) assume the link function is differentiable."
429,3,"\n \n\u201c,which we propose in a later part of this paper\u201d -> which we propose in this paper"
430,3, What would\nthe performance be for a simple brute-force algorithm with a timeout of say 10 mins?\n\nTable 3 reports an accuracy of 85.8% whereas the text mentions that the best result\nis 90.1% (page 8)?\n\nWhat all function names are allowed in the DSL (Figure 1)?
431,3," \n\nThe \u201csoft ordering\u201d approach simply enable task specific selection of layers, scaled with a learned scaling factor, to be combined in which order to result for the best performance for each task."
432,1," The paper is very well written, easy to follow and substantiates its claims convincingly on variants of MNIST."
433,3,"\n- The reason that Deep Speech 2 is better on noisy test sets is not only the fact they trained on more data, but they also trained on \""noisy\"" (matched) data"
434,3, Is there any reference demonstrating that rodent locomotory behavior in a 2D arena is random?
435,3, It uses the image and its attributes.
436,3,"\nThe authors propose measures disentanglement, informativeness and completeness to evaluate the latent code c, mostly through learned nonlinear mappings between z and c measuring the statistical relatedness of these variables."
437,3, It also produces meaningful node embeddings with semi-interpretable latent spaces.
438,3," There is absolutely nothing of interest to ICLR except for the fact that now we know that a trivial network is capable of obtaining 90% accuracy on this dataset."""
439,2,Startlingly naive and jejeune. Obviously a poorly tailored master's thesis.
440,3," In particular, the use of LSTMs helps take into account interdependencies between pattern labels."
441,1," \n\nOverall, the work is an interesting read, and a nice follow-up to Neal\u2019s earlier observations about 1 hidden layer neural networks."
442,3,  Convolutional neural networks on graphs with fast localized spectral filtering.
443,3," But I mostly bring it up because it is an impressively clear presentation of a model and experimental set up."""
444,1," The most interesting and surprising result is that finite-horizon Monte Carlo performs competitively in most tasks (with the exception of problems where terminal states play a big role (it does not do well at all on Pong!), and simple gridworld-type representations), and outperforms TD approaches in many of the more interesting settings."
445,3,"\n\nThe first 3 sections of the paper are very clearly written,[[CNT], [CLA-POS], [APC], [MAJ]] but the remainder has many typos and grammatical errors (often word omission).[[CNT], [CLA-NEG], [CRT], [MIN]] The draft could use a few more passes before publication.\n"""
446,1,  \n- Competitive with state-of-the-art external implementations
447,1,\n\nPro:\n-            The topic is timely and of relevance to the ICLR community continuing a current trend in building meta-learning system for few-shot learning.
448,2,"Frankly, I read the manuscript about two weeks ago and don't remember the context, nor did I cross-walk one part of the essay with another to validate the thought."
449,3," For example, the shortcomings of DIB identified in Section 3.1, 3.2 could have been verified more directly by plotting I(y,t) for various monotonic transformations of x."
450,3,"""Summary of paper:\n\nThe paper proposes a unique network architecture that can learn divide-and-conquer strategies to solve algorithmic tasks."
451,3," They could have done a better job explaining the quality of their final results, though. "
452,1, It seems to perform well in practice as shown in the experimental section.
453,3, This evaluation includes training the agent on a set of training mazes and testing it's performance on a set of held-out test mazes.
454,3," If the output is binary, how can the gradients backpropagate? Is it backpropagating with a trick like the Gumbel-Softmax trick of Jang, Gu, and Poole 2017 or Bengio\u2019s path derivative estimator?"
455,3, If the contribution is in terms of speed (as shown with the synthetic benchmark in appendix B) more emphesis should be placed on this in the paper.
456,3, \n\nMinor points:\n- Text between Eq 4 & 5: W^{(1)} appears twice; one instance should probably be W^{(2)}
457,1,"\n\nI believe re-thinking new learning rate schedules is interesting,"
458,1,\n\nI have a favourable impression of this paper
459,1,"\n\nAbout the technique details, this paper is clearly written,"
460,3, This request was not addressed and instead the authors just improved the average performing baselines in Table 3 to meet the best baselines.
461,3,  The paper proposes a GAN model to generate graphs with non-trivial properties.
462,3," If we are evaluating the video prediction task for having real or fake looking videos, the turkers need to observe the full video and judge based on that."
463,3," Because this modification is not particularly novel, I believe this paper should primarily be judged based upon the effectiveness of the method rather than the specifics of the underlying techniques."
464,3,"  In my opinion, one of the main features of this work is to split the NN computation to local computation and cloud computation, which ensures that unnecessary amount of data is never released to the cloud."
465,3,"  The GAN never seems to perform well -- the authors claim mode collapse, but I wonder if the GAN was simply hard to train in the first place and this is the key reason?"
466,3," \""Training very deep networks.\"" Advances in neural information processing systems."
467,3, This stochastic version obviously requires a step size; so it would have been proper to state the stochastic version of the algorithm instead of the batch algorithm in Algorithm 1.
468,3," The accuracy on a held-out test set is not guaranteed to be monotonically increasing, right? "
469,3, Does the KL term help prevent overfitting at some stage?
470,1, Optimisation by back propagation and discretization of the densities to carry out numerical integration are well explained and easy to follow.
471,3,\n8. The authors mention that \u201cwe can clearly see from Fig. 3a that DAGMM is able to well separate
472,3, What do you mean does not scale to nonlinear function approximation?
473,3,"\n\nIn general, I tend to be in favor of accepting the paper if the authors have persuasive answers and provide the clarifications required."""
474,3," Though it is quite common in the literature to assume this, it would have been interesting to see if there's a way to handle the case where it is unknown (either the process, parameters or both)."
475,3,"  In particular for hyperparameter\nselection, they average performance across (subsets of) 5 of the training sets\nfrom the 20x train/test split, and then using the tau which got the best\naverage performance for all of 20x train/test splits to evaluate performance:\n\nhttps://github.com/yaringal/DropoutUncertaintyExps/blob/master/bostonHousing/net/experiment_BO.py#L54"
476,2,I now turn to my best guess about what the authors might be doing.
477,3,"""The paper tackles the problem of training predictive state recurrent neural networks (PSRNN), which \nuses large kernel ridge regression (KRR) problems as a subprimitive, and makes two main contributions:\n- the suggestion to use orthogonal random features (ORFs) in lieu of standard random fourier features (RFFs) to reduce the size of the KRR problems"
478,3, \n\nSpecific questions to be addressed:\n1)\tClustering of strongly-labelled data points.
479,3," In Figure 3, it is mentioned that the network uses a U-Net with recurrent connections."
480,3,"\n\n[1] Zichao Yang, Marcin Moczulski, Misha Denil, Nando de Freitas, Alex Smola, Le Song, Ziyu Wang. Deep Fried Convnets. ICCV 2015."
481,3, Showing YF to perform very well on several deep learning tasks without (or with very little) tuning.
482,3,\n\n- The second weakness listed above might be related to the first one.
483,3," It's probably worth citing some of this early work that pioneered the use of dialogue acts in NLP, since they discuss motivations for building DA corpora."
484,3,\n\nNovelty: This is in my opinion the weakest point of the paper.
485,3, This will have the effect of tuning the width of their\nposterior approximation which is directly related to the amount of exploration\nperformed by Thompson sampling.
486,2,"I recommend acceptance, provided the editors are willing to stretch the standards for publication a bit h/"
487,3," I'm also curious how well the model works if, you do not make use of the labeled source data in the cross-domain setting, thereby mimicking the cross-task setup."
488,3," What is meant by \""number of layers connecting the stochastic latent variables\""?"
489,3, Will this be feasible?
490,3," Experimentally, it is shown that using sketches as an intermediate abstraction outperforms directly mapping to the program AST."
491,3,"   \n\nFor the unsupervised reconstruction loss, a static background is populated with objects, one at a time, each passing its state and feature through deconvolution layers to generate RGB object content."
492,1, \n\nThe paper is well written and conceptually simple.
493,3, It experimentally shows that the proposed differentially private LSTM achieves comparable utility compared to the non-private model.
494,3,?\n- Why is 'task normalized' test-time loss as good measure for comparison between models in the toy example (Section 4)?
495,3, The authors provide a version with batch SGD as well.\n\n
496,1,"\nAs follows, the resulting algorithm 1 is also standard primal-dual method for a saddle point problem."
497,3,\n\nThe paper suggests normal pruning does not necessarily preserve the network function.
498,1, It might be useful to provide a full Bayesian treatment so that the optimal sparsity can be chosen through hyper-parameter learning.
499,3, \n\ntwo questions linger around re practices:\n1. gan is known to struggle with discriminating distributions with different supports.
500,3,\nThe algorithm learns faster than unassisted DQN as shown by learning curve plots.
501,3,\n\nThe experimental setup is 4x4 grid world with different basic shape or grey level rendering.
502,3,"\n- While the paper admittedly leaves theoretical work for future work, the paper would be much stronger if the authors could perform an ablation study to provide readers with more intuition on why this work."
503,3, It is unclear how the phase information in the input waveform is transformed into the phase of the complex activations in the network (because I think it is implied that this is what happens). This connection is a bit vague.
504,3," The authors by contrast, perform exact Bayesian inference, but\nonly on the last layer of their neural network."
505,3, our institutional review board would certainly allow self-certification of the data (i.e. removing the patient identifiers and publishing the first 4 hours of sequences).
506,3,"There are many approaches to devising optimal execution plans, e.g., rule-based, cost-based, learning-based."
507,3," The basic idea is that for fitting nonlinear models with a convex loss, if the mapping from the weights to the outputs is open, then every local optimum in weight space corresponds to a local optimum in output space; by convexity, in output space every local optimum is global."
508,3," \n- In table 4, for example, it would be nice to see the performance on the different emotion categories."
509,3, I would like to see results on more datasets and more discussion on the data augmentation technique.
510,1, \n\nThe paper presents strong quantitative results and qualitative examples.
511,3, \n\nThe basic privacy paradigm proposed seems to be:\n1. train a GAN using private data
512,1, Shapeworlds dataset seems to be an interesting proof-of-concept dataset
513,3," This learning procedure is heuristic, and there is no theoretical guarantee about the correctness (convergence) of this learning procedure."
514,3,"  If the amount is significant compared to task-specific training, then UA/A3C-L curves should start later than standard A3C curves, by that amount of data."
515,3,"\n3. There is some redundancy between Systems A, B, C, D and in the algorithm 1. I wonder whether it can be simplified."
516,2,The results are as weak as a wet noodle
517,3, Analyzing the actual adaptive algorithm would be very interesting.
518,3,\nWould it be possible to include a non-deterministic baseline in the experimental comparison?
519,1,\n\nThe cherry on the sundae are the experimental results.
520,1, The example images look convincing to me.
521,3,"""Compared to previous studies, this paper mainly claims that the information from larger neighborhoods (more directions or larger distances) will better characterize the relationship between adversarial examples and the DNN model."
522,3, They show superiority of their algorithm over SSTE.
523,1,"\n\n5.  The experiments on adversarial robustness and face verification seems more interesting to me,"
524,1," \n\nFor the novel approach and the theoretical backing, I consider the paper to be a good one."
525,1," 2) Although the problem itself is interesting,"
526,3," Specifically, the author argue that the moment-generating function for the pointwise kernel approximation error of ORF features grows slower than the moment-generating function for the pointwise kernel approximation error of RFM features, which implies that error bounds derived using the MGF of the RFM features will also hold for ORF features."
527,3,   However I feel that the authors should include some discussion of other published results.
528,3," \n\nIt may also be interesting to provide suitable theoretical analysis, e.g., relationships with the SVD of the embedding matrix.\n"""
529,3,"  Finally the cost effectiveness training (3c), how come that the same \""car wheel\"" (as in 3b) is discovered by the EM clustering? Is that coincidence?"
530,3,\n\nHow was Figure 5 computed ?
531,3,"  In term of impact, this is a theoretical paper looking at optimizing a sandbox problem where the results may be one day applicable to the real autonomous driving case."
532,1,\n\n[Weaknesses]\n\nThis paper proposed an interesting and intuitive image generation model.
533,3," The result is not particularly different from previous ones,"
534,2,"It looks to be more of a chance for the authors to promote a product using a poorly constructed, non-replicable pilot study"
535,3," The key idea is to solve a minimax problem where the log-likelihood of a model predicting Y is maximized, and the log-likelihood of an adversarial model predicting S is minimized."
536,3, They substitute the simple add operation with a selection operation for each input in the residual module.
537,1,"""The authors revised the paper according to all reviewers suggestions, I am satisfied with the current version."
538,3,\n\nSummary: this works proposes to employ recurrent gated convnets to solve graph node labeling problems on arbitrary graphs.
539,1, So these methods could be applied in the real world.
540,3,"""The paper describes a method for detecting adversarial examples using a second detector classifier."
541,1,"\n\nMy impression about the paper is that even though it touches a very interesting problem,"
542,3,  It might attach all its weight to a very poor reward state in an effort to avoid the catastrophe penalty.
543,1,.\n\nMy comments:\n\nThe paper is well-written and I really enjoyed reading this paper.
544,3,"\n-\tA concatenation based model can handle a variable #inputs: it just needs to be trained/normalized properly during test (i.e. like dropout)\u2026\n"""
545,3,"  Unsuprisingly, this leads to an improvement."
546,3, (Finn et al.)\n- Prototypical Networks for Few-shot Learning (Snell et al.)\n- Matching Networks for One-shot Learning (Vinyals et al.)
547,3," In particular, they aim at generating a complete set that fully specifies the behavior of the oracle."
548,3, How to choose lambda?
549,3," \n\npage 10:\n- Figure 6: this example should be more carefully described in terms of distribution, f*, etc."
550,3," The paper first considers the \""Bayes by Backprop\"" approach of Blundell et al. (2015) and then modifies the BRNN model with a hierarchical prior over the network parameters, which then requires a hierarchical variational approximation with a simple linear recognition model."
551,1, but the hierarchical approach seems to have more advantages and seems a more straightforward solution.
552,3," For instance, why is that particular sigmoid formulation used?"
553,2,"Is Tartarstan a magical land where they make the worlds tartar sauce? If not, I can only assume the author is referring to Tatarstan"
554,1," The experiments are serious, and done using standard state-of-the-art tools and architectures."
555,3,\u2028\n(TODO) I would suggest that the authors make the results consistent across all datasets and use the same metric such that its easy to compare.
556,3, The adjacency matrix (or a subgraph of it) is first re-ordered to produce some canonical ordering which can then be fed into an image representation method.
557,3,\n\nThe proposed methodology relies on multiple choices that could sometimes be better studied and/or explained.
558,1,"\n\nFor the presentation, the motivation in introduction is fine,"
559,3, \n[C]: Liu et al. Oblivious Neural Network Predictions via MiniONN transformations.
560,1,"\n\nDespite these criticisms, I contend that the significance of the problem, and the clean and understandable results in the paper make it a decent paper for ICLR."""
561,3,"""This paper shows that techniques due to Genz & Monahan (1998) can be used to achieve low kernel approximation error under the framework of random fourier feature."
562,2,Often sounds like a precocious high-school student who is trying to show off how clever he is
563,3," What if content(x_t) = W_1 . h_{t-1} + W_2 . x_t? """
564,1,\n\n\n2) Pros:\n+ New quantitative evaluation criteria based on motion accuracy.
565,3, Considering the results of Figure 3 (right) shouldn't the conclusion be that the RL portion is essentially contributing nothing?
566,3,"""# Paper overview:\nThis paper views the learning process for stochastic feedforward networks through the lens of an\niterative information bottleneck process; at each layer an attempt is made to minimise the mutual\ninformation (MI) with the feed-in layer while maximising the MI between that layer and the presumed-endogenous variable, 'Y'."
567,3, \n\nThe resulting model is theoretically scalable to arbitrary datasets as the total model parameters are independent of the number of training samples.
568,3," Reporting the training objective value makes little\nsense to me, unless the time taken to train on MNIST is taken into account in\nthe comparison."
569,3,"""The paper evaluates one proposed Deep RL-based model (Mirowski et al. 2016) on its ability to generally navigate."
570,3," I cannot quite imagine in what kind of applications we can get \u201ca set of pairs of intra-class (same class) examples, and the negative training data consists of a set of pairs of inter-class\u201d."
571,1, The paper is very well written and easy to follow
572,2,"The paper is okay, its not wow but its hard to reject it."
573,1,\n+ The approach is capable of theoretically handling all linked information to an entity as additional information to the link structure
574,2,The paper failed to make the reviewers more than semi-excited 
575,1, Therefore I recommend acceptance for it.
576,3," It may be the case that even a \""bad\"" generative model (according to some other metric) can still result in a classifier that produces reasonable test accuracy."
577,3,  Is this where you artificially return an agent to a state that would normally be hard to reach?
578,3,"""*Summary*\n\nThe paper proposes using batch normalisation at test time to get the predictive uncertainty."
579,3,"n\nOriginality: I'm not familiar with LSTMs, it is hard for me to judge the originality here."
580,1," Using the generated images, paper reports improvement\nin classification accuracy on various tasks."
581,3,"\n- Results are very promising, with 5x speed-ups and same or better accuracy that previous models."
582,3,"\n\nIn short, in the current experiments, the trade-off of the predictive performance and the effectiveness of obtaining anonymized representations effectively differs between the compared methods. This renders the comparison unfair."
583,1,"\n\n- Results show a reasonable improvement in using a Seq2Tree model over a Seq2Seq model, which is interesting."
584,3,"""This paper aims to learn a single policy that can perform a variety of tasks that were experienced sequentially."
585,1,"\n\nOverall, the paper is well-written, and it brings up an important idea: that parameter sharing is important for discovery tasks so we can avoid re-training for every new architecture in the search process."
586,3,Explicitly writing the auto-encoder(s)\nas pseudo-code algorithms was particular helpful.
587,3,"\n\nOverall, I think the contributions of this paper are too marginal for acceptance in a top tier conference."
588,1,\n\nThis paper reads well and the results appear sound.
589,1, \nThis paper presents a learning algorithm that can \u201coutperform a greedy baseline in terms of efficiency\u201d and \u201chumans driving the simulator in terms of safety and success\u201d within their top view driving game.
590,3," Experiments need to be done to show that a full dependency parse is actually required, rather than simply looking for co-occuring words."
591,1,\n\nThe paper mentions \u201csignificant improvements\u201d in only two places: the introduction and the conclusion.
592,2,This needs to be standardized!!! It must be converted!!! Why should we expect some kind of relationship?? It needs to be justified!!!
593,1,"""The parameterized clipping activation (PACT) idea is very clear: extend clipping activation by learning the clipping parameter."
594,3,"""After the rebuttal:\n\nI do not think I had a major misunderstanding of the paper."
595,3," Also, particularly given that the focus is on embedded speech recognition, of which the acoustic model is one part, I would like a few more details on how decoding was done, etc."
596,3," \n\n         =  {d / d {s\u2019 }  PATH } ( s,  Tau( s, th^g ),  a )    d / {d th^g}  Tau( s, th^g)"
597,3, Some wall clock time results or FLOPs of train/test time should be provided since you use multiple hops.
598,3, The idea of jointly forming groups of operations to colocate and figure out placement on devices seems to hold merit.
599,1," The paper does a good job of explaining the connection,"
600,1,\n\nStrengths:  a sound approach; a simple and straightforward idea that is shown to work well in evaluations.
601,3," Similarly, the evaluation on SVHN-MNIST makes use of auxiliary Omniglot data, which makes the results hard to compare to the existing literature, since they generally do not use additional training data in this setting."
602,3,"""This paper discusses the phenomenon of a fast convergence rate for training resnet with cyclical learning rates under a few particular setting."
603,3,  The proposed Generative Entity Networks jointly generates the natural language descriptions and images from scratch.
604,3,"  The proposed alternative is to encode the knowledge of each sentence symbolically as n-grams, which is thus easy to index."
605,2,"In the interest of being helpful, my suggestion is that the authors go back and review what is involved in the scientific method"
606,3," So I actually cannot tell which method is better, at least in the MNIST experiment."
607,3,\n\nMore details are needed about Figure 3.
608,3,\n\nWhy is it reasonable to restore a k-by-k adjacency matrix from the standard uniform distribution (as stated in Section 2.1)?
609,2,Pacific oysters and carpenters ants are not 'animals'. Correct this word.
610,3, Just because such a baseline wasn't previously proposed in literature (in the narrow scope of this problem) doesn't mean it's not an obvious baseline to try.
611,1,\n\nPros\n\nUseful extension of an important technique backed up by behavioural experiments.
612,3," However, the critical questions are what is the corresponding prior, what is the approximating density, what are the additional approximations to obtain 2, and whether the approximation is a good approximation for getting closer to the posterior/obtain better prediction."
613,3," However, to evaluate the effectiveness of the method, it would be interesting to also report results with a kernel-based classifier, so as to see how it compares to the state of the art."
614,1, and several ablation experiments show the effectiveness of these two improvements.
615,1,"  Then, the difference is crystal clear."
616,3," \nRegarding the MiniImageNet experiments, I read the exchange on TCML and agree with the authors of the paper under review."
617,3,\n \n\u201cQ_it maximizing the equation is designated as the optimal price.\u201d Which equation?
618,3,  Why not use one matrix instead?
619,3, What is the purpose of including two rows in table 2 with the same\nmethod?
620,3,\n\nSome detailed comments / questions:
621,3,"\n\n[2] Joris Pelemans, Noam Shazeer, Ciprian Chelba, Sparse Non-negative Matrix Language Modeling,  Transactions of the Association for Computational Linguistics, vol. 4 (2016), pp. 329-342"
622,3,"The authors seem aware of corpora used in previous works (Tiedemann, 2012) yet provide no comparison against any of these methods."
623,3,\n\n\nminor comments\n---------------\n\n* the paper employs vocabulary that is not common in ML.
624,3,\n* Distance preservation appears more and more like a dated DR paradigm.
625,3, During the rebuttal I would ask the authors to extend f-Hyperband all the way to the right in Figure 6 (left) and particularly in Figure 6 (right).
626,1,"  \n\nThe proposed algorithm seems novel,"
627,3,"\n\n\nFor the experiments, the following should be addressed."
628,1, \n- The dual formulation simplifies adversarial training
629,1,"\n\nMinor comments:\nSection 1.1: \""a affine\"" -> \""an affine\""\nTypo in section 3.4: \""of a of a[[CNT], [CLA-NEG], [CRT], [MIN]]\""\nIt's interesting in figure 9 that the crossword puzzle appears in the image of the lighthouse."
630,3, The addition of one or two tables with either a standard task against reported results or created tasks against downloadable contextual / tensor embeddings would be enough for me to change my vote. 
631,3,"\n\n* In the experiments, why not comparing with Li & Malik (2016)? (i.e., without\n  block-diagonal structure)"
632,3,"""This paper aims to synthesize programs in a Java-like language from a task description (X) that includes some names and types of the components that should be used in the program. "
633,1,\n\n=Originality=\nThis is an interesting problem that will be novel to most member of the ICLR community. 
634,3," \n\n(5) Given the above considerations, there is great importance in understanding the practical utility of the proposed approach through a detailed empirical evaluation."
635,3, What problem does this particular set of contributions solve that is not solvable by the baselines? 
636,3, How can the proposed method be scaled to handle multiple requested labels?
637,3,"""This paper presents a variational inference algorithm for models that contain\ndeep neural network components and probabilistic graphical model (PGM)\ncomponents."
638,3," However, BN-LSTM outperforms BELU-RNN on Text8."
639,3,"""This paper proposes to train a classifier neural network not just to classifier, but also to reconstruct a representation of its input, in order to factorize the class information from the appearance (or \""style\"" as used in this paper)."
640,3," It first gives a Fourier-based generalization bound, showing that Rademacher complexity of functions with small bandwidth and Fourier l_1 norm will be small."
641,3," Overall, also in the light of figure 4, the interpretation that the new algorithm results in better generalization seems to stand on shaky ground, since differences are small."
642,3,"  \n\nSmaller comments\n---\n- As a stylistic thing, I would suggest not pluralizing \""attention\"" (i.e., remove \""Attentions\"")."
643,3," A class of malware uses algorithms to automatically generate artificial domain names for various purposes, e.g. to generate large numbers of rendezvous points. "
644,3," EP can do mode averaging as well as mode seeking, depending on the underlying and approximate factor graphs."
645,3, The approximated eigenoption was simply computed as a one-step greedy policy.
646,3, The authors also show that these inferred quantities can be used to generate more effective attacks against the targets.
647,3,"I suspect this is the actual cause for it not converging to zero for Baird's, although please correct me if I'm wrong on that."
648,1," Furthermore, dealing well with variations in scale is a long-standing and difficult problem in computer vision, and using a log-spaced sampling grid seems like a sensible approach to deal with it."
649,1, \n\n  Pros:   Natural method to do weight normalization efficeintly\n\n
650,3, \nIt would be interesting to see if this can improve the results.
651,3, The authors also observe that interpolating between two reconstruction-feature vectors (by convex combinations) seems to interpolate well between the two corresponding images.
652,1," \n\nOverall, I found the writing a bit bombastic for a strategy that seems to require the user to hand-define groups/clusters of examples."
653,3,"\n-  \""to replace the softmax error function (used in deep learning)\"": I don't think we have softmax error function"""
654,3," It would be better if an example is given, which is verified to satisfy the assumption."
655,3," I believe that N is supposed to be the noise in the SCM, but then maybe it should not be called E at the beginning."
656,3,"In the case of a shallow discriminator, the authors proved some results on the convergence of their proposed algorithm (an adaptation of FTRL) in GAN games, by leveraging the fact that when D update is small, the problem setup meets the ideal conditions for no-regret algorithms."
657,3," There was a concern or assumption in the original DTP paper about the target for the penultimate layer (before the output layer) which seems to have been excessive, i.e., the DTP propagation rule actually works on the last layer and there is no need to use the exact gradient propagation for it, at least according to these experiments."
658,3,"\n\nClarifications:\n1) In section 6.1, what is the performance of skip-thought with the same OOV trick as this paper?"
659,2,An effort as I might imagine necessary to make this paper work (beyond flagging the insanity) would require a Swiftian talent for irony
660,3,\n\nThe architecture is competitive on SVHN and CIFAR 10 but not on CIFAR 100.
661,3, The COCO leaderboard also uses this metric as one of its evaluation metrics.
662,1,"  Thus, this Bayesian perspective can also help explain the observation that models trained with smaller batch sizes (noisier gradient estimates) often generalize better than those with larger batch sizes (Kesker et al, 2016)."
663,3,"This could, for example, be done by optimizing a joint objective which modifies the input to both maximize error in the classifier and in the detector simultaneously, while remaining close to the original input. "
664,3, Traditional deconvolution operation uses independent filter weights to compute output features at adjacent pixels.
665,1,", which is already quite popular by now and should be compared with."
666,3,\n\nResults for linear networks are not an improvement over existing works.
667,3,\n\nThe plots in Figure 2 include performance in terms of episodes.
668,3, The paper also did not report sample quantitative measures e.g. Inception scores / MS-SSIM.
669,1," By the proposed representation, the authors are able to apply image classification methods (supervised or unsupervised) to subgraph classification."
670,3,\n\nYou have jumped from predicting 12 attributes on MNIST to 1 attribute on Imagenet
671,3,"  Similary, you say \""On the other hand, the ensemble model can explain the performance improvement easily."
672,3,\n- The results of Table 5 need to be presented and interpreted in the light of this caveat of greedy decoding.
673,3,\n\nThe paper begins with the authors stating the motivation and problem of how to program robots to do a task based only on demonstrations rather on explicit modeling or programming.
674,3,"\nCons: no evidence that this is a \""break-through\"" idea"
675,3,"""The key argument authors present against ReLU+BN is the fact that using ReLU after BN skews the values resulting in non-normalized activations."
676,3," \""Non-negative tensor factorization with missing data for the modeling of gene expressions in the human brain.\"""
677,3,The possibility of computing a faster approximation of ISRLU is also mentioned
678,1,\n\nExperiments on generative optimal transport are interesting and probably generate more discussion/perspectives
679,3,"\nFinally, a generator is used to generate entity pairs give a relation."
680,1,"  The introduction is particular well written, as an extremely clear and succinct introduction to optimal transport."
681,3, The only novelty I can pinpoint is the proposed visual Turing test.
682,1, \n\nPros:\n+ The results are very pleasing visually.
683,1,"\n\n4) Two drawbacks of previous methods motivate this work, including the bias of\nrepresentation learning and the high variance of re-weighting."
684,3,"\u2028In addition to that, one could fine-tune the representation during forward model training."
685,1," Also, the experimental results look quite promising"
686,3, \n\nThe evaluation in the main paper is largely on synthetic workloads (i.e. large layers with artificial sparsity).
687,3," It would be also beneficial to see the score normalised by the cost found by k-means itself (say using Lloyd's method), as otherwise numbers are impossible to interpret."
688,3, Too early to tell about significance.
689,3," which seems to rely only on a rather limited amount of experiments, and which may prove to be inefficient when dealing with big databases."
690,3," In few-shot classification, the sequence length can be known a prior."
691,2,Didnt like this one
692,3,"""Let me first note that I am not very familiar with the literature on program generation, \nmolecule design or compiler theory, which this paper draws heavily from, so my review is an educated guess."
693,3," Furthermore, in the matrix completion scenario, you have O(log^2n) entries per row on average, which means with high probability few rows should have a constant number of entries."
694,3,"""The authors use a distant supervision technique to add dialogue act tags as a conditioning factor for generating responses in open-domain dialogues."
695,1,\n- I like the new attention over chart cells.
696,3,"""  The main idea in the paper is fairly simple:\n\n The paper considers SGD over an objective of the form of a sum over examples of a quadratic loss."
697,2,To justify these conclusions and spur the authors onto the better things they are undoubtedly capable of I append some details.
698,3, What is the reconstruction error during the second CP decomposition in 2?
699,3,"""In this paper, the authors propose  a new network architecture, CrescendoNet, which is a simple stack of building blocks without residual connections."
700,3,"\n[2] Zhang, Cheng, Judith Butepage, Hedvig Kjellstrom, and Stephan Mandt. \""Advances in Variational Inference.\"" arXiv preprint arXiv:1711.05597 (2017)."
701,1," \n\nAfter rebuttal:\nThe writing of the paper greatly improved, still missing insights (see comments below)."
702,3,"\n\na useful reference:\n\nStrom, Nikko. \""Scalable distributed dnn training using commodity gpu cloud computing.\"" Sixteenth Annual Conference of the International Speech Communication Association. 2015.\n\n"""
703,3," The set is optimized to be as hard as possible (maximize loss), which results in a min-max problem."
704,3,The method is evaluated on heat sink design and airfoil design.
705,3," \"" -- please clarify; better results on a development set, I hope?"
706,2,I'm a bonehead so maybe I missed this?
