,id,Description,forum_id
590,590,"It can be jarring when a crucial table takes a full page, and perhaps it could be broken into smaller sections and distributed throughout the text adjacent to its mentions.",UkIQrHoru_J
591,591,"This paper reported on a comparative study of BERT and ALBERT for self-supervised learning in the context of language representations, concluding that the authors were unable to reproduce empirical evidence for the claims presented by the selected paper",UkIQrHoru_J
592,592,"However, in their view ""communication with the original authors did not seem appropriate, as this study does not seek to fully re-implement the original paper."" I find that this is an unfair approach to the selected paper, as in order to act politically and respectfully among our scholarly community, contacting the first/corresponding author would have been the right first action here",UkIQrHoru_J
593,593,"As concluded in https://www.aclweb.org/anthology/W16-6110.pdf , https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5998676/ , and https://www.aclweb.org/anthology/R19-1089.pdf, for, successful reproducibility in natural language processing requires more than having access to data and code, and in general, contacting the authors leads to obtaining the same main findings.",UkIQrHoru_J
594,594,Authors replicated the work of Saxena et al,VFAwCMdWY7
595,595,[2020] on multi-hop question answering over knowledge graphs using KB embeddings,VFAwCMdWY7
596,596,Glad to see the core work was reproducible,VFAwCMdWY7
597,597,The added experiments on the use of other recent KB embeddings and use of transformer architectures for question embeddings were helpful to highlight the impact of other methods on the overall framework,VFAwCMdWY7
598,598,The absence of sufficient documentation and unavailability of hyperparameter values made the task difficult,VFAwCMdWY7
599,599,The relation matching experiment was not possible to be replicated due to similar issues,VFAwCMdWY7
600,600,"Overall, the work appeared to be solid and would be beneficial to the community",VFAwCMdWY7
601,601,  ,VFAwCMdWY7
602,602,The report reran the open-sourced codes from the original paper and managed to reproduce most of the results presented in the original paper,VFAwCMdWY7
603,603,The authors also experimented with different question encoder and achieved an improvement over the original results.,VFAwCMdWY7
604,604,"The authors also cleaned up the codes, added comments, and provided command line functions",VFAwCMdWY7
605,605,The paper also reported hardware requirement and experiment run time.,VFAwCMdWY7
606,606,It's glad to see that the authors try additional models beyond the original implementation,VFAwCMdWY7
607,607,"However, the authors mostly reused the default hyper-parameters, as well as the open-sourced codes from the original paper",VFAwCMdWY7
608,608,"This challenge recommends authors to either re-implement the original codes, or conduct hyper-parameter sweep",VFAwCMdWY7
609,609,This paper failed to follow the instructions carefully,VFAwCMdWY7
610,610, ,VFAwCMdWY7
611,611,To improve the report:,VFAwCMdWY7
612,612,"Could you please provide more details about the ""relation matching"" module?  It's claimed that this is the key issue that causes 22.5% drop in performance in MetaQA KG-Full 3 hop questions, but it's not discussed in the report at all",VFAwCMdWY7
613,613,I think briefly introducing this module will make this report stand alone and help reader understand why it causes a huge drop in performance.,VFAwCMdWY7
614,614,"In this report, the authors investigate the ACL 2020 paper by Saxena et al",VFAwCMdWY7
615,615,on knowledge base embeddings,VFAwCMdWY7
616,616,Reproducibility Summary : Major findings are included in the summary.,VFAwCMdWY7
617,617,Scope of reproducibility - Scope was clearly delineated and adhered to.,VFAwCMdWY7
618,618,"Code: Reused author repository, but made some changes to improve the code (enhance modularity) and make it easy to swap in pertained models for the question and knowledge graph embedding modules.",VFAwCMdWY7
619,619,Communication with original authors: There was communication with the first author of the paper (virtual meetings),VFAwCMdWY7
620,620,"Efforts were made to try to address the parts of the paper that could not be reproduced, though the relation matching part of the code wasn't used which plays a part in the gap.",VFAwCMdWY7
621,621,Hyperparameter Search: No hyper parameters sweep,VFAwCMdWY7
622,622,Used default values,VFAwCMdWY7
623,623,However they did tune hyper-params in their extended experiments,VFAwCMdWY7
624,624,Things were especially difficult as little information about hyperparam values was provided in the paper and by the authors.,VFAwCMdWY7
625,625,Ablation Study: Did do ablations over substituting the knowledge graph and question embedding modules.,VFAwCMdWY7
626,626,Discussion on results: Descriptions on what was easy and difficult were provided,VFAwCMdWY7
627,627,"The scope of the reproduction was to reproduce results in the original paper which they were able to get close on one dataset (MetaQA) but remain far apart on the second (WebQSP) dataset, 11.7 percent absolute despite correspondence with the authors (although the reason is lack of relation matching)",VFAwCMdWY7
628,628,The authors did extra work to test different knowledge graph embedding models and different transformer models for question embeddings,VFAwCMdWY7
629,629,They found improvements by using TuckER and Sentence Bert respectively.,VFAwCMdWY7
630,630,Overall organization and clarity: Paper is clear and organized and easy to read,VFAwCMdWY7
631,631,"It feels complete to me as well, showing what can be reproduced and what cannot - although more discussions on where the divergence for QebQSP could've been provided and the experiments without the relation matching make it unclear how close reproduction was performed for WebQSP.",VFAwCMdWY7
632,632,"The submission did a good job in communicating with the authors, and because of that it has identified a missing component (a JSON meta-data generator) and a discrepancy between code and paper on the neural network design",4tyWL6P08yY
633,633,This enabled the submission to reproduce the running pipeline of the model mostly based on the original authors' public code.,4tyWL6P08yY
634,634,"However, the submission did not report any numerical results that can be used to judge the reproducibility of the original paper",4tyWL6P08yY
635,635,It only quantitatively states that the produced results seem good with high confidence scores,4tyWL6P08yY
636,636,"The purpose of the reproducibility is to verify such numerical results, therefore the submission is a clear rejection.",4tyWL6P08yY
637,637,"That said, I believe if given more time, the submission could become a good reproduction of the original paper with clear numerical results, and perhaps even some additional ablation study.",4tyWL6P08yY
638,638,This reproducibility report is about TabStructNet which was published in ECCV 2020,4tyWL6P08yY
639,639,"Authors of this report provide summary of report, scope of reproducibility and communicated with original author of the TabStructNet.",4tyWL6P08yY
640,640,"Basically, there are available codes from the original authors, so this report tried to discover missing points in the original paper",4tyWL6P08yY
641,641,"Also, they experimented with missing modules such as the post-processing module, JSON generation module, and FPN",4tyWL6P08yY
642,642,"Therefore, it is important to perform plenty of “hyperparameter search” and “ablation” to analyze them.",4tyWL6P08yY
643,643,"However, ablation studies and hyperparameter search are very limited in this report",4tyWL6P08yY
644,644,"Also, discussion on results is not enough",4tyWL6P08yY
645,645,They just provide several examples and short conclusions.,4tyWL6P08yY
646,646,"Line4, there is a typo: EECV 2020 → ECCV 2020",4tyWL6P08yY
647,647,"The paper reproduces TabStructNet, an approach to automatically translate tables to XML format",4tyWL6P08yY
648,648,The authors of the submission make use the provided code repository of the original authors and document the required changes and extensions to get the code running as well as available divergences of the implementation with respect to the paper.,4tyWL6P08yY
649,649,"However, the paper does not reproduce a representative set of results of the original paper, as only exemplary inputs and outputs of the model are presented",4tyWL6P08yY
650,650,"While it provides useful information to the reader, as the available code repository is analysed in terms of functional reusability, the paper misses to analyse the quality of the implementation on original or representative datasets with original metrics",4tyWL6P08yY
651,651,There is also no ablation study present in the submission,4tyWL6P08yY
652,652,The authors have chosen to reproduce results related to Re-Hamiltonian Generative Networks,Zszk4rXgesL
653,653,"The code was built from scratch in Pytorch, based on the description of the original paper",Zszk4rXgesL
654,654,"Results are consistent with the original ones for similar testbenches, but show sub-optimal behavior on new data",Zszk4rXgesL
655,655,It is also found that results are highly dependent on hyper-parameter tuning.,Zszk4rXgesL
656,656,"The reproducibility report is very well written, the problem is first formulated, the methodology is clearly presented, and the results are well described",Zszk4rXgesL
657,657,"The authors also indicate communications with those of the original paper, which is good to see.",Zszk4rXgesL
658,658,"The report clearly summarizes the problem statement of the original paper ""Hamiltonian Generative Networks"" (HGN) as scope of reproducibility: learn a Hamiltonian dynamics from a image sequence",Zszk4rXgesL
659,659,"As no source code was available, the authors reimplemented the program for the experiments from scratch based on the description in the original paper and questions about implementation details answered by the original authors.",Zszk4rXgesL
660,660,The code is available on GitHub as a Python program based on Pytorch,Zszk4rXgesL
661,661,It is properly documented and cleanly written,Zszk4rXgesL
662,662,All dynamical systems from the original paper have been implemented and the experiments replicated,Zszk4rXgesL
663,663,"Results are comparable with the original paper in autoencoder mode, where training happens with the full input sequence",Zszk4rXgesL
664,664,"But using only the first five frames for training the HGN leads to significantly worse results for two systems (mass-spring and pendulum), but not for the other two (two-body and three-body)",Zszk4rXgesL
665,665,"This difference is not discussed, only the average over all four systems",Zszk4rXgesL
666,666,"I suspect that this is caused by the choice of the Lagrage multiplier, as the authors did not obtain sufficient information about the automatic optimization of this hyperparameter.",Zszk4rXgesL
667,667,"Additionally, the authors present successful results using other integrators and extra dynamical systems",Zszk4rXgesL
668,668,They also show that the calculation of the derivatives for the Hamiltonian equations of motion by backpropagation can be replaced by a network which learns them directly.,Zszk4rXgesL
669,669,The discussion clearly indicates the state of reproducibility and summarizes the easy and difficult parts of that task,Zszk4rXgesL
670,670,"There were no explicit recommendations for better reproducibility, but the authors describe, what information missing in the original paper could have been helpful.",Zszk4rXgesL
671,671,The reproducibility report is well written,Zszk4rXgesL
672,672,I recommend to add a discussion about the differences of reproducibility between the dynamical systems and to make an explicit recommendation to the original authors for improving reproducibility.,Zszk4rXgesL
673,673,"Arguably, learning how physical systems work is one of the key unsolved problems in machine learning",Zszk4rXgesL
674,674,The present report investigates an attempt to solve such a problem with significant results but one that doesn't reveal a lot about it's inner workings,Zszk4rXgesL
675,675,"The author(s) do a great job in reproducing, replicating, and presenting the challenges",Zszk4rXgesL
676,676,The report also communicates the core problem very well and their contact with the authors of the original paper is transparent,Zszk4rXgesL
677,677,What would improve the paper:,Zszk4rXgesL
678,678,- testing hyperparameter sensitivity would be useful,Zszk4rXgesL
679,679,using exactly as the ones indicated is good for replication but not enough to understand the scope of the sensitivity of the model,Zszk4rXgesL
680,680,"- testing extra environments is a great addition, and I think it would also benefit a lot from understanding failing cases a bit deeper",Zszk4rXgesL
681,681,It seems the authors are aware of possible improvements and some of them can be standalone work by themselves.,Zszk4rXgesL
682,682,====,Zszk4rXgesL
683,683,trivial typos:,Zszk4rXgesL
684,684,line 45 an —> and,Zszk4rXgesL
685,685,line 214 or —> our,Zszk4rXgesL
686,686,The reproducibility report of the Double Hard Debias:Tailoring Word Embeddings for Gender,FoazbSYjXoc
687,687,Bias Mitigation (Wang et al) clearly identifies the three claims made by the author and sets the motivation to reproduce these claims,FoazbSYjXoc
688,688, The methodology used is also clearly outlined and there was communication with the original authors to ensure that experiments were performed without deviation from the original,FoazbSYjXoc
689,689,The results obtained on reproduction match two of the three claims made by the original authors,FoazbSYjXoc
690,690,The reproducibility reports also attempts to find reasons why one experiment did not have identical results reported on the original papers but these hypotheses were not validated.,FoazbSYjXoc
691,691,Authors have presented a well-organized reproducibility report,FoazbSYjXoc
692,692,"Scope of reproducibility was categorized into clear and independent claims, which were representative of and covers the extent and novelty of the original source paper being reproduced",FoazbSYjXoc
693,693,"To verify the original results, claims were further mapped to the corresponding qualitative and quantitative findings of the source work, thereby making the subsequent sections easy to follow",FoazbSYjXoc
694,694,"Not all the results in the source paper has been attempted to be replicated, however, the reasons to exclude them have also been explicitly mentioned (either computational constraint or the results substantiating the claims which are also corroborated by other presented results).",FoazbSYjXoc
695,695,Authors have used the source code made public by the authors of the original paper,FoazbSYjXoc
696,696,"While the codes were modified to fit in a pipeline to run them, as mentioned by the authors, they also expanded the set of WEAT scores to cover all the metrics reported in the source paper",FoazbSYjXoc
697,697,"Communication with original authors were also established, particularly regarding the deviations of results from the source paper",FoazbSYjXoc
698,698,"Although the differences could not be resolved, discussions on reasons for the same is also briefly included along with the observation that the results qualitatively holds, albeit to a lesser extent",FoazbSYjXoc
699,699,"For example, substantiating claim 2, the gender classification scores reported in Table 2 of the reproducibility report for top K gendered words were observed to be less when compared with Glove embeddings but were still greater than the reported values in the original work",FoazbSYjXoc
700,700,"Similarly, to substantiate claim 3, original and reproduced performances on word analogy and concept categorization benchmark datasets are presented in Table 3 of the reproducibility report and small differences are observed on concept categorization dataset.",FoazbSYjXoc
701,701,"Although it is mentioned as well as noted that the results specific to the claims in the scope of reproducibility will be reported, it is observed that Figure 2 of the original work pertaining to claim 1 in the reproducibility report regarding identification of word-frequency direction(s) among word embeddings' principal components is not included in the report",FoazbSYjXoc
702,702,Of further note is the omission of reproducibility of scores and results pertaining to Hard (Debiased) Glove embeddings in tabular results i.e,FoazbSYjXoc
703,703,"Table 1,2 and 3",FoazbSYjXoc
704,704,This is in contrast with the outlined scope of reproducibility where it was explicitly mentioned that the current work's focus is on comparing the Double-Hard Debiased embeddings against the Hard Debiased embeddings,FoazbSYjXoc
705,705,"Thus, this doesn't necessarily reproduces the results qualitatively, particularly when there are significant differences",FoazbSYjXoc
706,706,"For example, claim 2 in the reproducibility report is regarding reduced gender-bias in moving from Hard Debias to Double-Hard Debias and the same is also claimed in the original paper",FoazbSYjXoc
707,707,"In the original paper, this is demonstrated through clustering accuracy/gender classification scores",FoazbSYjXoc
708,708,"In the reproducibility report, while Double-Hard Debias results have been reported and are found to be worse when compared to source paper, reporting the Hard Debias results would have substantiated or refuted the gender bias reduction in qualitative sense (although still differing) when moving towards Double-Hard Debiasing.",FoazbSYjXoc
709,709,"Furthermore, the results, associated discussions particularly when calling out observed discrepancies/differences needs to be highlighted properly",FoazbSYjXoc
710,710,"For example in Table 3 in the reproducibility report, while differences in AP and Battig categorization tests have been highlighted and reported, differences for other tests, some of which are even more pronounced, are still marked as matching.",FoazbSYjXoc
711,711,"Finally, discussion on results and difficulty in reproducibility can be made more thorough, specifically, set of choices that could be made and lead to difference in results",FoazbSYjXoc
712,712,"For example, for results pertaining to Table 3 where classification scores on top K gendered words are reported, the original work mentions identifying such words based on cosine similarity with gender direction in the original GloVe embedding space",FoazbSYjXoc
713,713,"Similarly, it is mentioned that random seeds could also be one of the factors causing differences in the results",FoazbSYjXoc
714,714,"Discussion and documentation on the gender direction used, range of random seeds used (given that experiments in the scope were not too computationally expensive) are further needed to cover the extent of reproducibility.",FoazbSYjXoc
715,715,"In this report, the authors investigate the ACL 2020 paper by Saxena et al",FoazbSYjXoc
716,716,on knowledge base embeddings,FoazbSYjXoc
717,717,Reproducibility Summary : Major findings are included in the summary.,FoazbSYjXoc
718,718,Scope of reproducibility - Scope was clearly delineated and adhered to.,FoazbSYjXoc
719,719,"Code: Reused author repository, but made some changes to improve the code (enhance modularity) and make it easy to swap in pertained models for the question-answer module.",FoazbSYjXoc
720,720,Communication with original authors: There was communication with the first author of the paper (virtual meetings),FoazbSYjXoc
721,721,"Efforts were made to try to address the parts of the paper that could not be reproduced, though the relation matching part of the code wasn't used which plays a part in the gap.",FoazbSYjXoc
722,722,Hyperparameter Search: No hyper parameters sweep,FoazbSYjXoc
723,723,Used default values,FoazbSYjXoc
724,724,However they did tune hyper-params in their extended experiments,FoazbSYjXoc
725,725,Things were especially difficult as little information about hyperparam values was provided in the paper and by the authors.,FoazbSYjXoc
726,726,Ablation Study: No ablations,FoazbSYjXoc
727,727,Discussion on results: Descriptions on what was easy and difficult were provided,FoazbSYjXoc
728,728,"The scope of the reproduction was to reproduce results in the original paper which they were able to get close on one dataset (MetaQA) but remain far apart on the second (WebQSP) dataset, 11.7 percent absolute despite correspondence with the authors (although the reason is lack of relation matching due ",FoazbSYjXoc
729,729,The authors did extra work to test different knowledge graph embedding models and different transformer models for question embeddings,FoazbSYjXoc
730,730,They found improvements by using TuckER and Sentence Bert resprecively.,FoazbSYjXoc
731,731,Overall organization and clarity: Paper is clear and organized and easy to read,FoazbSYjXoc
732,732,"It feels complete to me as well, showing what can be reproduced and what cannot - although more discussions on where the divergence for QebQSP could've been provided and the experiments without the relation matching make it unclear how close reproduction was performed for WebQSP.",FoazbSYjXoc
733,733,- Reproducibility Summary: the paper includes the reproducibility summary on the first page,LI1n_od-aEq
734,734,"The summary is clear, well written, and major findings (i.e",LI1n_od-aEq
735,735,successful replication within a good margin) are incorporated in the summary.,LI1n_od-aEq
736,736,- Scope of reproducibility: it is well described: specifically the authors investigate the roles of different BERT layers in the context of Reading Comprehension based Question Answering (RCQA),LI1n_od-aEq
737,737,The authors list all the reproduced/verified claims from the original paper.,LI1n_od-aEq
738,738,- Code: the authors re-implement the original approach since the official code is not available,LI1n_od-aEq
739,739,The code folder contains a well-documented readme file and requirements are specified.,LI1n_od-aEq
740,740,- Communication with original authors: the authors had email interactions with the original authors,LI1n_od-aEq
741,741,The questions and answers are included in the supplementary material.,LI1n_od-aEq
742,742,"- Hyperparameter Search: the original authors did not provide any code, thus the authors could not re-use it for hyperparameter search",LI1n_od-aEq
743,743,"The authors report the selected hyperparameters, but they do not mention whether they did a grid search on the hyperparameter space.",LI1n_od-aEq
744,744,"- Ablation Study: there is no ablation study, but it does not make sense to have it.",LI1n_od-aEq
745,745,"- Discussion on results: the authors obtain F1 scores that are comparable to those in the original paper, but their model slightly underperforms with respect to the original one",LI1n_od-aEq
746,746,The authors do not mention why the results are different and what are the plausible causes,LI1n_od-aEq
747,747,"Apart from this, the experimental results are well presented and compared with the original results",LI1n_od-aEq
748,748,The authors describe easy parts and challenges in reproducing the original paper.,LI1n_od-aEq
749,749,"- Recommendations for reproducibility: the authors do not explicitly mention any recommendations for the original authors, but they do describe missing details that were important for the reproducibility.",LI1n_od-aEq
750,750,- Results beyond the paper: the authors present some results beyond the original paper: they implemented Integrated Gradients (IG) in a different way and extended the original analysis of Jensen-Shannon Divergence heatmaps with different cut-offs.,LI1n_od-aEq
751,751,- Overall organization and clarity: the paper is clear and well organized,LI1n_od-aEq
752,752,I list some typos in the following:,LI1n_od-aEq
753,753,    - Line 45: t-SNE -> please expand the acronym at least when first mentioned;,LI1n_od-aEq
754,754,    - Line 81: don’t -> do not,LI1n_od-aEq
755,755,    - Line 149: we represent show,LI1n_od-aEq
756,756,Overall evaluation:,LI1n_od-aEq
757,757,Pros:,LI1n_od-aEq
758,758,- The paper is clear and well written;,LI1n_od-aEq
759,759,- The authors could reproduce (within a decent margin) the results of the original paper;,LI1n_od-aEq
760,760,- The authors performed some extra analyses beyond the original paper.,LI1n_od-aEq
761,761,Cons:,LI1n_od-aEq
762,762,- Some experimental results could have been explained with more details.,LI1n_od-aEq
763,763,"The reproduced work of ""towards interpreting BERT for reading comprehension QA"" is well organized and clearly explained",LI1n_od-aEq
764,764,The authors rebuilt the experiment from scratch due to the availability of the original paper code,LI1n_od-aEq
765,765,The implementation and scope align with the original paper,LI1n_od-aEq
766,766,"A large part of the results matched, and the difference was explained which was mostly due to computation limit and sample difference",LI1n_od-aEq
767,767,"Overall, I'd recommend accepting.",LI1n_od-aEq
768,768,Thank you for this carefully written paper that focused on  interpreting BERT for reading comprehension questions and answers (Q&A),LI1n_od-aEq
769,769,"It was successful in reproducing the main findings of its chosen paper, without an originally released codebase to build on",LI1n_od-aEq
770,770,"Obtaining this outcome, required, as expected regular interaction with the first author of the chosen paper",LI1n_od-aEq
771,771,"My major comments or suggested improvements relate to documenting the  reading comprehension Q&A; the authors excelled in reporting on the solution (processing methods, evaluation methods, processing outcomes), and even had findings beyond the chosen paper",LI1n_od-aEq
772,772,"However, the problem of  reading comprehension Q&A, its relevant literature, and implications to reading comprehension QA practice were not addressed",LI1n_od-aEq
773,773,"More over, I would have expected to see a statement relating human subject ethics in the paper, although its data originated from a previously openly released corpus",LI1n_od-aEq
774,774,This contradiction between the (currently weak) domain substance and (currently outstanding) computing contributions made me rate the paper as Marginally above acceptance threshold.,LI1n_od-aEq
775,775,The paper is a valuable check of the original paper.,IU5y7hIIZqS
776,776,A few corrections in formatting and language are needed.,IU5y7hIIZqS
777,777,"span should not be italic, but rather {\rm span",IU5y7hIIZqS
778,778,A blank is missing in „fit(more“,IU5y7hIIZqS
779,779,„The number of experiments performed where realtively [sic] less“ -> „The number of experiments was relatively small“,IU5y7hIIZqS
780,780,„table[2]“ -> „Table 2“,IU5y7hIIZqS
781,781,„approximators.[table[5]]“ -> „approximators (see Table 5).“,IU5y7hIIZqS
782,782,"I think, „5e-5“ should be replaced by 5\cdot 10^{-5}",IU5y7hIIZqS
783,783,"Reproducibility Summary : The report includes this summary as the first page, which contains major findings",IU5y7hIIZqS
784,784,"Scope of reproducibility: The report concisely and clearly states the scope, and follows it",IU5y7hIIZqS
785,785,"Code: As mentioned in the report that the original code was closed sourced, the authors reproduced the code for several sets of experiments",IU5y7hIIZqS
786,786,"Communication with original authors: The authors of this report contacted the original authors for multiple queries, and the original authors replied to these queries",IU5y7hIIZqS
787,787,"However, I am not sure whether the original authors have evaluated the results in this report",IU5y7hIIZqS
788,788,Hyperparameter Search: It seems that the authors of the report mostly used from the hyperparameters in the original paper.,IU5y7hIIZqS
789,789,Ablation Study: The ablation study is not comprehensive,IU5y7hIIZqS
790,790,"Discussion on results: The report discusses the state of reproducibility of the original paper, and mentions the easy parts and difficult parts",IU5y7hIIZqS
791,791,"More specifically, for the case with linear function approximation, several results in the original paper could not be reproduced.",IU5y7hIIZqS
792,792,Recommendations for reproducibility: It seems the report does not discuss on how the original paper can improve its reproducibility,IU5y7hIIZqS
793,793,"Results beyond the paper: The report tries to show the results in Table [5] using a different evaluation technique, but it seems that the new results are not complete.",IU5y7hIIZqS
794,794,"Overall organization and clarity: The organization is ok, but there are several grammatical issues, e.g., several periods are missing.",IU5y7hIIZqS
795,795,**Reproducibility summary:** The summary is overall clear and well summarizes the authors' reproducibility effort,0Z5rHjU2mfX
796,796,**Scope of reproducibility:** The authors state four concrete claims they aim to verify,0Z5rHjU2mfX
797,797,"However, Claim 2 (""The deliberately texture biased model g also reduces cross bias"") was confusingly stated, as *g* is a ""biased"" model from a bias characterizing model class, that is designed to suffer from more bias",0Z5rHjU2mfX
798,798,"I believe the authors meant to say ""using *g* to train *f* helps reduce cross bias.""",0Z5rHjU2mfX
799,799,**Code:** The authors used the original authors' code with minor modifications,0Z5rHjU2mfX
800,800,The authors made their version of the code available with appropriate documentation.,0Z5rHjU2mfX
801,801,"**Communication with the original authors**: The authors communicated with the original authors and received clarifications on the HEX, RuBi, and Learned-Mixin implementations, and WNIDs for constructing the 9-Class ImageNet dataset",0Z5rHjU2mfX
802,802,"However, I wish the authors would have done additional communication with the original authors on the following fronts: (1) Even after receiving clarifications on HEX and Learned-Mixin, the authors write that they were unable to compare them to ReBias",0Z5rHjU2mfX
803,803,"It would have been nice if the authors did further communications with the original authors to get HEX and Learned-Mixin (as well as StylisedImageNet, another work compared in the paper although the authors do not discuss it) working",0Z5rHjU2mfX
804,804,(2) The authors discuss that they were unable to train ReBias on 9-Class ImageNet,0Z5rHjU2mfX
805,805,"As this is the main dataset of the paper, I wish the authors had reached out to the original authors to resolve the difficulties.",0Z5rHjU2mfX
806,806,**Hyperparameter search:** The authors didn't conduct a hyperparameter search,0Z5rHjU2mfX
807,807,"However, they were forced to reduce the batch size from 128 to 16 due to their limited computational resources, and tried other learning rates and step sizes to counteract the smaller batch size.",0Z5rHjU2mfX
808,808,**Ablation study**: The authors didn't conduct any ablation studies.,0Z5rHjU2mfX
809,809,"**Discussion on results:** On Biased MNIST, I'm confused by the way the authors presented their results because their results are not within 1% of the original results in the paper",0Z5rHjU2mfX
810,810,I suggest the authors to double check this claim and include a side-by-side comparison with the original results,0Z5rHjU2mfX
811,811,"On 9-Class ImageNet, the authors state that they succesfully trained the Vanilla and Biased model, while they failed to train the ReBias model due to exploding gradients",0Z5rHjU2mfX
812,812,Still I wish the authors had included their results in the report so that the readers can get a sense of how different the results are,0Z5rHjU2mfX
813,813,**Recommendations for reproducibility:** The authors don't provide explicit recommendations to the original authors,0Z5rHjU2mfX
814,814,"However, their descriptions of the difficulties they ran into (e.g",0Z5rHjU2mfX
815,815,"insufficient explanation of the implementation of prior works, insufficient explanation of the construction of 9-Class ImageNet, gradient explosion problem) may help the original authors improve the reproducibility of the work.",0Z5rHjU2mfX
816,816,"**Results beyond the paper**: For Biased MNIST, the authors conduct edadditional experiments with $\rho=0.98, 0.95, 0.9, 0.85$ and make an interesting observation that the Vanilla model beats ReBias for lower $\rho$, providing an enlarged picture",0Z5rHjU2mfX
817,817,"Furthermore, they posed two very interesting questions (bottom of page 6) although the authors did not attempt to answer them.",0Z5rHjU2mfX
818,818,"**Overall organization and clarity:** Overall, the report was organized and clearly written",0Z5rHjU2mfX
819,819,"However, there are several typos and grammatical errors that I hope the authors address in their revision.",0Z5rHjU2mfX
820,820,**Minor comments:** (1) Figure 1 was helpful in understanding $\rho$ in the Biased MNIST experimental setup,0Z5rHjU2mfX
821,821,(2) Tables 1-2 are unnecessary as Tables 3–4 subsume them,0Z5rHjU2mfX
822,822,(3) Figure 2 was not very helpful in understanding the change in Vanilla/ReBias performance because the two lines are almost always on top of each other,0Z5rHjU2mfX
823,823,"(4) The authors made a typo in the learning objective for g in Algorithms 1, 3, and 4",0Z5rHjU2mfX
824,824,"**Summary**: Overall, the authors made good effort to reproduce the original work and provided additional insights which I appreciate",0Z5rHjU2mfX
825,825,The authors successfully reproduced Biased MNIST results and failed to reproduce 9-Class ImageNet results,0Z5rHjU2mfX
826,826,"However, because they do not report results for 9-Class ImageNet, which is the main dataset studied in the original paper, I found the evidence provided in this report insufficient for assessing the reproducibility of the original work",0Z5rHjU2mfX
827,827,"For the assessment, I suggest the authors to communicate with the original authors to resolve the difficulties with 9-Class ImageNet and/or try to reproduce action recognition results.",0Z5rHjU2mfX
828,828,*Problem statement: ,0Z5rHjU2mfX
829,829,"The paper clearly states the reproducing details, together with the detailed results and analysis.",0Z5rHjU2mfX
830,830,*Presentation: ,0Z5rHjU2mfX
831,831,The paper is well-organized and well-written.,0Z5rHjU2mfX
832,832,*Communication with original authors:,0Z5rHjU2mfX
833,833,The authors had some communication with the original authors.,0Z5rHjU2mfX
834,834,*Code: ,0Z5rHjU2mfX
835,835,The code is available on GitHub and can be reproduced,0Z5rHjU2mfX
836,836,*Recommendations for reproducibility:,0Z5rHjU2mfX
837,837,The authors provided useful comments for reproducing the original paper,0Z5rHjU2mfX
838,838,I have read the code and found those comments are consistent with the provided codes.,0Z5rHjU2mfX
839,839,*A few concerns ,0Z5rHjU2mfX
840,840,**Some minor typos:,0Z5rHjU2mfX
841,841,** It will be even better if the authors can provide a simple illustration on the two major algorithms,0Z5rHjU2mfX
842,842,The illustration would help others to follow this report,0Z5rHjU2mfX
843,843,** It will be better if the authors can provide a detailed readme or other instructions for the code,0Z5rHjU2mfX
844,844,"Currently, although the codes are well-organized, it still requires much time for users to debug some deatils",0Z5rHjU2mfX
845,845,"** Some minor typos: Section 5.1.2, present -> presented",0Z5rHjU2mfX
846,846,"This paper aims to reproduce the results of (Pang et.al,19) which present Max-Mahalanobis center (MMC) loss to defending the adversarial attack.",67Q9tnozPe
847,847,I appreciate the empirical efforts of the authors,67Q9tnozPe
848,848,"However, investigating the adversarial robustness does not only require one to reproduce the number of the original paper but also needs more thinking of using a stronger attack to give a 'true evaluation' of the proposed method.",67Q9tnozPe
849,849,"As clearly stated in https://arxiv.org/pdf/2002.08347.pdf,  Pang et.al,19 doesn't succeed in defending stronger adversarial attacks",67Q9tnozPe
850,850,Then I give a clear reject.,67Q9tnozPe
851,851,Summary: The summary is clear and highlights the major results of the reproduction.,67Q9tnozPe
852,852,Scope of Reproducibility: clearly stated and adhered to,67Q9tnozPe
853,853,Code: re-used author’s code,67Q9tnozPe
854,854,Communications with Original Authors: Done fairly,67Q9tnozPe
855,855,Hyper-parameter search: code reuses the author’s hyper-parameters ,67Q9tnozPe
856,856,Ablation study: looks at adversarial trading and optimizer selection,67Q9tnozPe
857,857,"Discussion on results: relatively little discussion about difficulties of reproduction, but does describe difficulties of reproduction",67Q9tnozPe
858,858,Recommendations: none given,67Q9tnozPe
859,859,"Results beyond paper: additional implementation of methods in Python, some initial results validating MMC’s ability to train models that reject out-of-distribution inputs",67Q9tnozPe
860,860,"However, the experiment is only on a single image, so does not provide much value",67Q9tnozPe
861,861,Overall organization and clarity: the paper has a lot of clarity and grammatical issues,67Q9tnozPe
862,862,I’ve documented a few below,67Q9tnozPe
863,863,I also recommend substantially updating the figure captions so that the figures are relatively self-contained and comprehensive.,67Q9tnozPe
864,864,2.2 I found this section and the notation presented quite hard to follow,67Q9tnozPe
865,865,I recommend looking at what math is actually needed to set up remarks 2-4 and then providing more explicit definitions of those terms,67Q9tnozPe
866,866,"For example, l.89 references $N_{k, \bar{k}}$ before the definition",67Q9tnozPe
