,Description,forum
254,"This may well be my own unfamiliarity with the field, but being slightly more explicit in the explanation of the indices would have helped me understand much quicker.",7G1GGjdzrde
255,It also felt like there was too much unnecessary repetition between the explanations of the Source-Target-Attention and Self-Attention methods,7G1GGjdzrde
256,"Again, if I understand correctly, the Source-Target-Attention and Self-Attention methods are identical except for the ‘Query’ being identical to the ‘Key’ in the latter case? If so, this could have been displayed in a more compact mathematical way.",7G1GGjdzrde
257,This work appears to be the first instance in which attention is integrated into a U-Net via a feedback mechanism,7G1GGjdzrde
258,"I am not an expert in this field, but a cursory literature search retrieved a [paper discussing the use of attention in medical image segmentation via attention gates](https://arxiv.org/abs/1804.03999) – perhaps this should have been mentioned as ‘Related Work’",7G1GGjdzrde
259,High-quality semantic segmentation is an undoubtedly significant and impactful challenge for microscopy,7G1GGjdzrde
260,"The technical merit of this work has been made clear, but I think that the authors could have expanded on the significance of the improved performance in the field of cell imaging",7G1GGjdzrde
261,"For example, the conclusion does not mention the application at all, and more dwells on further technical adaptations, which feels a little short-sighted",7G1GGjdzrde
262,For that reason I also have concerns regarding deployment of this technique and ensuring that biologists are actual able to reap the benefits for their research.,7G1GGjdzrde
263,* Excellent technical rigour demonstrated in investigating novel method through ablation studies,7G1GGjdzrde
264,* Significant increase in segmentation performance achieved with this method,7G1GGjdzrde
265,* The sections describing the generation of attention maps were quite difficult to follow and understand,7G1GGjdzrde
266,"* While the performance is very good, the authors do not discuss a route by which this method can actually be used for the benefit of the application demonstrated.",7G1GGjdzrde
267,"This paper presents a feedback mechanism for U-Nets, which re-uses the output",7G1GGjdzrde
268,of the U-Net for a second round of processing,7G1GGjdzrde
269,"output into an earlier feature map of the U-Net, the authors propose two",7G1GGjdzrde
270,"electron microscopy dataset of neural tissue, experiments demonstrate",7G1GGjdzrde
271,consistent improvements of the self-attention version of the proposed method,7G1GGjdzrde
272,"over several baselines, including a vanilla U-Net and a feedback U-Net",7G1GGjdzrde
273,"further ablation studies, the authors investigate the two proposed attention",7G1GGjdzrde
274,"mechanisms, the choice of the injection point of the output, and the usefulness",7G1GGjdzrde
275,of the second round of processing.,7G1GGjdzrde
276,The technical description of the method is very clear and the provided figures,7G1GGjdzrde
277,Reusing the output of a U-Net for a second round of processing is not an,7G1GGjdzrde
278,entirely new idea (as acknowledged by the authors in the Related Work section).,7G1GGjdzrde
279,The main contribution here is therefore the addition of an attention mechanism,7G1GGjdzrde
280,and the re-use of the same weights for the second round of processing.,7G1GGjdzrde
281,The experimental evaluation is thorough (albeit on only a single,7G1GGjdzrde
282,dataset) and addresses key questions about the proposed method,7G1GGjdzrde
283,results (especially the attention maps generated by the two proposed,7G1GGjdzrde
284,mechanisms) are helpful to understand the contributions of the method.,7G1GGjdzrde
285,* thorough analysis of method components in ablation study,7G1GGjdzrde
286,* evaluated on only one dataset,7G1GGjdzrde
287,"* line 44: ""cell image segmentation is a difficult task because [...] there is not regularity compared to other datasets such as automatic driving"" I would personally argue that the opposite is true",7G1GGjdzrde
288,"* line 420: ""menbranes"" -> ""membranes""",7G1GGjdzrde
289,"* line 437: ""firrst"" -> ""first""",7G1GGjdzrde
290,"* line 487: ""We"" -> ""we""",7G1GGjdzrde
291,"* no ""."" after ""Equation"", ""Table"", or ""Figure""",7G1GGjdzrde
292,"* line 71: ""we evaluate the proposed method on two kinds of cell image datasets"" results are only presented on one dataset",7G1GGjdzrde
293,- The paper proposes an approach for the “manual” tracking of 3d+t datasets of biological cells that is carried out in virtual reality and cells are tracked via eye,3_2Zf8Rr1N
294,"The approach, that the authors call Bionick Tracking, offers an alternative to the established method of manually tracking cells (and lineage trees) on a 2D screen with mouse click.",3_2Zf8Rr1N
295,- The authors investigate the question whether using eye gaze and the movement in virtual reality can facilitate cell tracking,3_2Zf8Rr1N
296,"In order to be able to infer the cell track from the tracked eye gaze, they propose to use a graph-based algorithm",3_2Zf8Rr1N
297,They carry out a study with seven users to test their set-up with regards to usability and accuracy.,3_2Zf8Rr1N
298,- They find that all users overall had a positive tracking experience,3_2Zf8Rr1N
299,The users also stated that they believe that tracking with Bionick Tracking speeds up the tracking process.,3_2Zf8Rr1N
300,### Major strengths of the paper,3_2Zf8Rr1N
301,- The paper is understandable with a clear line of thought; Limitations are clearly stated.,3_2Zf8Rr1N
302,- The authors set-up a pipeline for eye-tracking of cells in time-lapse videos with a focus on using commodity hardware,3_2Zf8Rr1N
303,"With this focus, chances are higher that the setup will actually be adapted by other labs.",3_2Zf8Rr1N
304,- The authors carried out a user study with promising results including very positive feedback from the users.,3_2Zf8Rr1N
305,- The approach is novel and addresses important challenges in the cell tracking community (visualization of 3D time-lapse videos and annotation of cell tracks).,3_2Zf8Rr1N
306,"- The authors provide a video that nicely explains the usage of their setup and their algorithm, which facilitates the understanding of the entire paper.",3_2Zf8Rr1N
307,### Major weaknesses of the paper,3_2Zf8Rr1N
308,"- The extraction of the path from the gaze involves smoothing, but how to handle real jumps or datasets that are difficult to register? In this context, the ground-truth path has to contain real jumps that would potentially be smoothed out by the algorithm that they propose in the paper.",3_2Zf8Rr1N
309,"- The study is limited as they only tested their setup on seven users, but this limitation is clearly stated.",3_2Zf8Rr1N
310,- There is no quantitative comparison of annotation time of conventional methods versus their method,3_2Zf8Rr1N
311,The observation that their method is faster in tracking cells than conventional methods is based on the user’s opinion,3_2Zf8Rr1N
312,"This is an important finding, but should be backed up with further quantitative experiments.",3_2Zf8Rr1N
313,Some sentences use vague or colloquial language:,3_2Zf8Rr1N
314,  - “The initial setting for the scale of the dataset is to make it appear about 2m big.” (about 2m big),3_2Zf8Rr1N
315,  - “and a kind of Midas touch problem [10] remains” (a kind),3_2Zf8Rr1N
316,"  - “At the moment, the calibration of the eye trackers can still be a bit problematic” (a bit)",3_2Zf8Rr1N
317,  - “One could imagine just having one or two eye tracking-enabled HMDs as an institute” (One could imagine just….),3_2Zf8Rr1N
318,"- Line 42: ""The 3D images the lineage trees are usually created based on fluorescence microscopy images.""",3_2Zf8Rr1N
319,"- Line 94: Unclear sentence, please split into two sentences.",3_2Zf8Rr1N
320,"- Line 129: ""The occur when following a stimilus"" → They occur when following a stimulus",3_2Zf8Rr1N
321,"- Line 391: ""This corresponds to distances larger than double the standard deviation of all distances the hedgehog.""",3_2Zf8Rr1N
322,"- Line 539: ""Our method does not only accelerates the process, but makes""; Incorrect grammar (--> Our method does not only accelerate the process …)",3_2Zf8Rr1N
323,Cell tracking is an important but challenging step for many biological research,3_2Zf8Rr1N
324,"By combining VR and eye tracking, the authors developed a new method for tracking cells in 3D and time",3_2Zf8Rr1N
325,"With the help of the two devices, users can generate cell trajectories by simply looking at a cell in a 3D movie",3_2Zf8Rr1N
326,"In the manuscript, detailed usage and user study data are provided",3_2Zf8Rr1N
327,"From what described, this new approach appears to be a great addition and can potentially make cell tracking annotation faster and enjoyable as stated by the authors.",3_2Zf8Rr1N
328,"- The manuscript is well written with details that are necessary, the limitations are clearly stated",3_2Zf8Rr1N
329,"- Although it is hard to grasp the actual user experience without trying the device, the user study results seem promising and reflect a good overall experience.",3_2Zf8Rr1N
330,"- Although the authors provide user estimation of a 10x speed up with the new approach, it would be more convincing to actually measure the time for conventional methods and compare them with the new.",3_2Zf8Rr1N
331,"- Since the user can only look at one cell at a time with the new approach, this will likely limit the overall annotation throughput",3_2Zf8Rr1N
332,"Instead of focusing on generating trajectories cell-by-cell, I would encourage the authors to explore ways to use the new hardware to fix and curate trajectories generated by automated algorithms",3_2Zf8Rr1N
333,"Similar to what is mentioned in the end of the manuscript, it would be also interesting to see how this can be combined with machine-learning algorithms.",3_2Zf8Rr1N
334,"- The provided supplementary video is quite helpful to the understanding of the approach, it would be helpful also to mention the video in the manuscript.",3_2Zf8Rr1N
335,"- When describing the hardware, could you provide detailed information about the eye tracking resolution? For users who are not familiar with the device, it is better to get some feeling about how accurate the eye tracking device is.",3_2Zf8Rr1N
336,"- Could you also discuss how the cell size impacts the tracking performance? When the cell is big, should the user look at the center of the cell? Is there an optimal display cell size for the device?",3_2Zf8Rr1N
337,The authors present a novel method for the diagnosis of Alzheimer's disease from MRI volumes.,HdNVXBdk05
338,"The first compress the 3D volume to a 2D 'dynamic' image, which is then fed into a pre-trained features extractor.",HdNVXBdk05
339,"Finally, the resulting feature vector is subject to an attention mechanism and processed by a fully connected MLP to predict a probability for the disease",HdNVXBdk05
340,The method is evaluated against various baselines and achieves competitive results.,HdNVXBdk05
341,- The paper is for the most part clearly written and structured.,HdNVXBdk05
342,"- The method outperforms its baselines, which are adequatly choosen as far as I can tell.",HdNVXBdk05
343,My main concern is the unclear explanation of the dynamic image compression.,HdNVXBdk05
344,"This would not be a big issue, since they say they are using an existing method [3].",HdNVXBdk05
345,"However, looking at [3], I am not sure the equation they give (Eq",HdNVXBdk05
346,3) corresponds to what is presented in [3] and if it is really correct.,HdNVXBdk05
347,"To be more precise, Eq 3 computes simply an averaged image using fixed weights \alpha_t",HdNVXBdk05
348,It does not even make use of the feature representation.,HdNVXBdk05
349,"In contrast, the method in [3] averages the computed feature representations, as far as I understand.",HdNVXBdk05
350,I am really not sure if this is just a typo in Eq 3 or if the authors are simply averaging the images with fixed weights and overselling it as a more sophisticated method.,HdNVXBdk05
351,The mathematical notation is not very clear.,HdNVXBdk05
352,In line 140 'd' is used as the dimension of a feature vector,HdNVXBdk05
353,In line 143 it is itself a feature vector.,HdNVXBdk05
354,"In Section 3.2 the 'I' denotes an input image, but in Section 3.3  the same symbol is used for the feature image produced by the network.",HdNVXBdk05
355,"Throughout the paper, various symbols are used for the set of real numbers.",HdNVXBdk05
356,"Even though the paper seems highly relevant and generally solid, I am really concerned about the computation of the dynamic image.",HdNVXBdk05
357,I thus see the paper as borderline.,HdNVXBdk05
358,"However, as I am not an expert on dynamic images, it might be that I simply misunderstood this part or that it can be explained as a typo.",HdNVXBdk05
359,This paper presents a method for Alzheimer's Disease (AD) classification from,HdNVXBdk05
360,"In contrast to earlier approaches, the 3D scans are first",HdNVXBdk05
361,"converted into a 2D dynamic image, which is then processed by a 2D",HdNVXBdk05
362,The network consists of a pre-trained (and,HdNVXBdk05
363,"fine-tuned) feature extractor, an attention module, and subsequent fully",HdNVXBdk05
364,connected layers for the final classification,HdNVXBdk05
365,stripped skulls demonstrate a significant increase compared to fully 3D,HdNVXBdk05
366,"baselines, albeit using only 20% of the time needed for training.",HdNVXBdk05
367,"The introduction, motivation, and technical description are very well written",HdNVXBdk05
368,The provided figures are helpful to understand the method,HdNVXBdk05
369,and show qualitative results of the dynamic image generation.,HdNVXBdk05
370,Using 2D dynamic images instead of the full 3D scan is a compelling idea,HdNVXBdk05
371,(although already explored in other medical domains),HdNVXBdk05
372,this paper lies therefore in the subsequent use of pre-trained 2D feature,HdNVXBdk05
373,"extractors, which are enabled by the 2D input images",HdNVXBdk05
374,investigate the usefulness of an attention module between the feature,HdNVXBdk05
375,The results demonstrate consistent improvements over several baselines and,HdNVXBdk05
376,"On top of those improvements, the proposed",HdNVXBdk05
377,model trains faster and requires less resources for prediction.,HdNVXBdk05
378,"The authors mention that ""there is potential for mobile applications"" (line",HdNVXBdk05
379,I am not sure what this could look like in a clinical setting and suggest,HdNVXBdk05
380,the authors elaborate if they want to make this point convincingly.,HdNVXBdk05
381,My main concern for a clinical application is that the improved results seem to,HdNVXBdk05
382,"be achieved only on ""skull stripped"" MRI scans",HdNVXBdk05
383,"From the paper, it is unclear",HdNVXBdk05
384,"whether this is a manual, semi-automatic, or entirely automatic process",HdNVXBdk05
385,would appreciate if the authors could discuss this point in more detail to,HdNVXBdk05
386,provide context about the amount of manual labor needed in the proposed,HdNVXBdk05
387,* thorough comparison to baselines and model variations,HdNVXBdk05
388,"* unclear how much manual intervention is needed for ""skull stripping""",HdNVXBdk05
389,"* title: capitalize ""image"" and ""classification""",HdNVXBdk05
390,"* line 56: ""We"" -> ""we""",HdNVXBdk05
391,"* line 144: ""association"" -> ""associated""",HdNVXBdk05
392,"* line 283: ""choice"" -> ""choose""",HdNVXBdk05
393,"* line 335: ""decrease if"" -> ""decrease in""",HdNVXBdk05
394,"* Equation 4: What is $i$ running over? According to the text, $l$ and $I$ are label and image of a single sample.",HdNVXBdk05
395,* Figure 4: It would be helpful to see same (or similar) images without skull in the same figure.,HdNVXBdk05
396,This paper addresses the problem of 3D MRI volume segmentation of images collected from patients with Alzheimer's disease,HdNVXBdk05
397,The motivation for the work comes from automating the classification task for assigning labels such as cognitive unimpaired (CU) and Alzheimer’s disease (AD) to each patient based on the 3D MRI volume,HdNVXBdk05
398,The authors approach the problem by  leveraging a 3D to 2D conversion using dynamic images according to https://openaccess.thecvf.com/content_cvpr_2015/papers/Fernando_Modeling_Video_Evolution_2015_CVPR_paper.pdf and https://www.egavves.com/data/cvpr2016bilen.pdf and introducing an attention module in a transfer model with pre-training on ImageNet dataset,HdNVXBdk05
399,"The evaluations include (a) matching feature dimensionality of the features extracted from four well-established architectures and the features coming from the dynamic image based conversion, (b) optimizing the steps in feature extraction and AI-based classification, (c) analyzing inclusion/exclusion of skull, and (d) comparing execution times when 3D vs 2D raw data are used as inputs into classifiers.",HdNVXBdk05
400,The classification framework is very interesting.,HdNVXBdk05
401,The introduction of dynamic image and attention module is novel,HdNVXBdk05
402,The experimental dataset is very limited.,HdNVXBdk05
403,The theoretical description is not very clear.,HdNVXBdk05
404,"Is there any reason (e.g., based on visual inspection) to believe that the features of 2D dynamic images are of the same nature as the features extracted from ImageNet?",HdNVXBdk05
405,Line 129: what do you refer to when mentioning the ImageNet resolution? ,HdNVXBdk05
406,Line 171: why did you choose three activation functions and 1x1 convolutional kernels? ,HdNVXBdk05
407,The section 3.3 also did not explain the details in Fig 3,HdNVXBdk05
408,"For example, why do you have in Fig 3 the same blocks but the tensor sizes are HxWx512 -> HxWx256 -> HxWx64? Shouldn’t the last tensor size be HxWx128?",HdNVXBdk05
409,What implementation did you use for the CAM attention module?,HdNVXBdk05
410,"What is the method in dynamic image based conversion that you are using to create 110 x 110 x 3 (i.e., 3 features)? The original paper in https://openaccess.thecvf.com/content_cvpr_2015/papers/Fernando_Modeling_Video_Evolution_2015_CVPR_paper.pdf refers to learning rank machines but your paper does not mention this important detail.",HdNVXBdk05
411,Fig 1 caption: you have one row of pictures but the caption refers to two rows.,HdNVXBdk05
412,"Why applying dynamic image-based 3D to 2D conversion is preferred over z-axis? Is there any motivation to prefer one of the three possible planes, i.e., sagittal vs transversal vs coronal plane?",HdNVXBdk05
413,The paper presents a methodology for registration of high-resolution gene expression data and live microscopy images of Platynereis dumerilii embrios in 3D,xHP1W_Y0jF
414,"The method detects nuclei, computes descriptors, finds correspondences between cells and aligns the data",xHP1W_Y0jF
415,"One of the core strategies used in this methodology is the ability to match single cells between two image sets, and by solving this, the registration is recovered accurately and efficiently.",xHP1W_Y0jF
416,The paper is very well written and tackles an important and challenging biological problem,xHP1W_Y0jF
417,"The proposed methods are innovative and creative, and have shown to be effective for solving the task with the best precision possible",xHP1W_Y0jF
418,The evaluation is conducted in synthetic data as well as in real world images and the results are very robust,xHP1W_Y0jF
419,The authors address the problem of cell-to-cell registration of the stereotypic specimen acquired by different imaging modalities,xHP1W_Y0jF
420,This is an important problem in developmental biology which has not yet received sufficient attention from the computer vision community,xHP1W_Y0jF
421,The task can be divided into two registration problems: registration between static samples and between static and time-lapse imaging,xHP1W_Y0jF
422,Shape context descriptors are used to represent different nuclei,xHP1W_Y0jF
423,"The proposed method is compared to strong baselines, outperforming them on real and simulated data",xHP1W_Y0jF
424,"The method is described in detail, including the outlook on potential future improvements.",xHP1W_Y0jF
425,The authors address the problem of denoising and image resolution improvement in microscopy,Hjw2saQPB5G
426,"A new public benchmark dataset is presented, much more extensive than the currently available alternatives.The authors perform a detailed evaluation of the existing denoising and super-resolution algorithms and finally propose their own which handles both tasks and out-performs the others",Hjw2saQPB5G
427,All code and data is available,Hjw2saQPB5G
428,"While the submitted manuscript is indeed aiming a a joint denoising and superres task, there is quite a body of work that was not included in the related work sections or in the comparative parts of the paper (CARE, N2V, PN2V, etc.).",Hjw2saQPB5G
429,"I have the feeling that the utility of the data should be valued higher than the incompleteness of comparisons, but if the camera-ready version could at least acknowledge the broader existing literature it would certainly be a positive.",Hjw2saQPB5G
430,"With respect to the data, it appears that the availability of it is still pending to some degree",Hjw2saQPB5G
431,From the GitHub repo of the paper:,Hjw2saQPB5G
432,"To those who have cloned or forked our repository, we now removed the png data and are working with the raw data pre-processed only with a single global z-score normalization",Hjw2saQPB5G
433,All the consequent modifications are being made,Hjw2saQPB5G
434,"The full raw data will be made public very soon, and pretrained models (with raw data) will be made available by mid July.",Hjw2saQPB5G
435,In my opinion it would be highly desirable to bring the work on this public dataset to completion together with the submission of the camera-ready version.,Hjw2saQPB5G
436,This paper addresses the problem of image segmentation and denoising when a very few training segmentation masks are available,UWm7zRhPoMX
437,The problem is motivated by the need to train neural networks with a high capacity (millions of coefficients) while having only tens of ground truth segmentation masks,UWm7zRhPoMX
438,The authors approach the problem by combining the self-supervised denoising task with the segmentation task in one neural network optimized using a joint loss,UWm7zRhPoMX
439,The joint loss is a weighted contribution of denoising and segmentation loss contributions,UWm7zRhPoMX
440,The authors develop the joint denoising and segmentation framework as an extension to the Noise2Void work accessible at https://openaccess.thecvf.com/content_CVPR_2019/papers/Krull_Noise2Void_-_Learning_Denoising_From_Single_Noisy_Images_CVPR_2019_paper.pdf,UWm7zRhPoMX
441,The practical value of training a segmentation model with very few ground truth segmentation masks is very high.,UWm7zRhPoMX
442,The novelty lies in formulating a joint loss and delivering denoised images as well as segmentation masks.,UWm7zRhPoMX
443,The paper is missing an assumption paragraph which is misleading for a reader who would like to use this technique,UWm7zRhPoMX
444," For example, one of the assumptions is the i.i.d",UWm7zRhPoMX
445,Another assumption is that the very few ground truth segmentation masks must be representative of the dataset,UWm7zRhPoMX
446,The authors showed the performance on three datasets that have spatially distributed very similar pattern/content and thus sampling is very easy,UWm7zRhPoMX
447,How did the authors decide on the size of the blind spot patches? The paper focused on Noise2Void is using patches of 64 x 64 pixels while this work is using patches of 128 x 128 pixels.,UWm7zRhPoMX
448,Lines 249 – 257: The authors refer to patches and then to images,UWm7zRhPoMX
449,"Lines 314, 345-350: It is not clear how delta is computed",UWm7zRhPoMX
450,"Is it AP(alpha=0.2) – AP(alpha=0.5) or AP(alpha=0.2) – AP(alpha=0.7) compared to AP(alpha=0.5)? Please, clarify",UWm7zRhPoMX
451,I could not follow the Figure 6 vertical axis (you might include an equation for delta).,UWm7zRhPoMX
