,Class Index,Description
394,1, \n\nTypos / Details: \n- The range of the coefficient of determination is from 0 to 1.
395,2,"The study rationale is unclear, the exact research question to be addressed poorly delineated and the overall motivation for the study poorly linked to the literature summary and aims of the study"
396,2,"The paper is silent on the kinds of issues that occupy yards of library shelf-space, and goes well beyond what is warranted by the data"
397,1, But unfortunately doesn\u2019t show any results even qualitative like generated samples for other  work on next frame video prediction.
398,1,"""The idea is clearly stated (but lacks some details) and I enjoyed reading the paper."
399,1," The model also does not consider the first mention of the answer span as gold, instead formulating its loss function to incorporate multiple mentions of the answer within the evidence."
400,2,"I would propose skipping the entire first page, which is bewildering and distracting"
401,1,\nHave you tried on other tasks?
402,1,"\n\nAs is, I cannot recommend acceptance given the current experiments and lack of theoretical results."
403,2,"I recommend acceptance, provided the editors are willing to stretch the standards for publication a..."
404,1,"  The confusion is particularly acute in places where derivatives are taken, because the derivatives continue to be taken as if the weights were untied, but then written as if they happened to be the same."
405,2,What is a systematic review? I have never heard of an unsystematic review.
406,1,"  Even tough a little bit ad-hoc, it seems promising based on the experiment results."
407,2,"This sounds nice, but in fact it is vague. There are many instances of this kind of nice-sounding vagueness."
408,1," In particular, what are the state space and transitions?"
409,2,The authors should refer to the super interesting article on this topic in Wikipedia.
410,1, The resulting embeddings were evaluated not only on word similarity tasks but also on a bunch of downstream applications such as sentiment analysis. 
411,1," However, the contribution of the paper itself needs to be strengthened in both the theory and empirical sides."
412,1, Any of these references would have made a lot of sense.
413,1," \n\nExperiments don't vary the attack much to understand how robust the method is."""
414,2,Why chase a gene in this ridiculous organism?
415,1,"""** post-rebuttal revision **\n\nI thank the authors for running the baseline experiments, especially for running the TwinNet to learn an agreement between two RNNs going forward in time."
416,2,...It's impossible to judge the claims of the authors although there is real reason to believe that the claims may pan out...
417,2,"Right now, there is zero rationale for the study and zero reason to read the study."
418,1,"\n--Very minor: although it is similar to the generator, it would have been nice to see the architecture of the discriminator with example input and output as well."
419,2,I would advise the authors to go back to the drawing board and consider exactly what this paper is to do and do this well
420,1, \n\nQuality: The empirical results (including a video of an actual robotic arm system performing the task) looks good.
421,2,"I cannot, for the life of me, figure out why this paper was written."
422,1,"  The game can be programmed to have an \u201cn\u201d lane highway, where n could reasonable go up to five to represent larger highways."
423,1, I would suggest to:\n1. Compare more clearly setups where you fix the hidden size.
424,1, Much explanation is needed in the author reply in order to clear these questions.
425,1,"""The paper is interesting,"
426,2,"The research questions are vague, which makes them uninteresting"
427,2,"Findings are presented in an anecdotal, descriptive style that I cant interpret."
428,1," However, the model-free approach does not seem particularly novel in that it is just an extension of that from Tian et al. (2017) plus some additional features."
429,2,I want to vomit; I cant believe this paper was submitted.
430,1,\n+ The approach is capable of theoretically handling all linked information to an entity as additional information to the link structure
431,1," In this work, the authors show that a careful implementation of mixed-precision dynamic fixed point computation can achieve SOTA on 4 large networks on the ImageNET-1K datasets."
432,1,It would be\n  interesting to see what would the method learn if the number of layers was explicitly set to be\n  large and an identity layer was put as one of the option.
433,1,  This idea is very interesting and tries to marry phrase-based statistical machine translation with neural methods in a principled way.
434,1,n\n- Originality:\nLooking at RNN from an iterative refinement point of view seems novel.
435,1,  \n \nShould provide a citation for DRQN
436,2,I would like to urge the authors to improve the language description to make the manuscript much clear and logic.
437,2,Use of words like performativity (is that a word?)
438,1,\nThe paper is NOT well organized and so the technical novelty of the method is unclear.
439,1," For instance sec 2.1 reviews the history of games and AI, which is besides the key point and does not provide any literary context."
440,2,"The paper brings to mind the Mark Twain quote: 'I didnt have time to write a short letter, so I wrote a long one instead.'"
441,1,\nScheme A consists of training a high precision teacher jointly with a low precision student.
442,1, Might this also suffer from non-convergence issues like you argue SVAE does?
443,2,I'm a bonehead so maybe I missed this?
444,1, Even the definition of external vs. internal environment (section 4) was unclear which is used a few times later.
445,1,\n\n\nMinor issues - \n* Use one style for introducing and defining terms either use italics or single quotes.
446,2,"Unfortunately, for the reader (and it almost seems that for the writers as well), there is no insight or conclusions coming out of their comparison."
447,1, More explanations of Figure 2 and the visualization method can be great helpful to understand the advantages of the proposed algorithm.
448,1, This would have been useful to study in itself.
449,1, My impression is hence that the only possible outcome is\n\nrejection.
450,2,This paper is absolutely ridiculous. It shouldn't be published anywhere and the author should not be encouraged to revise
451,2,Various statements seem to be sweeping and inaccurate generalizations with little robust...
452,1, The experimental results seem solid and seem to support the authors' claims.
453,2,"The study is poorly conceived, inadequately conducted and the conclusions made by the authors do not necessarily follow from the results"
454,2,Nothing new or ground breaking is discussed in this tutorial
455,2,Find your inner nerd—it must be a big part of you—bind and gap it and then dump it in the ocean tied to a large rock.
456,1,DGA detection concerns the (automatic) distinction of actual and artificially generated domain names.
457,2,There are far too many typos and grammatical mistakes. I started to correct these but got annoyed.
458,2,The abstract is intriguing but confusing
459,2,The theoretical section is unreadable for anyone unfamiliar with the language of relevant French theorists[paper about *German* theorists
460,1," Without understanding this first result, it\u2019s difficult to decide to what extent the rest of the paper\u2019s results are to be believed."
461,1," which isnt very common in most meta-learning papers today, so it\u2019s encouraging that the method works in that regime.\n"
462,2,"Given the way the paper was structured, I felt I had to read most of it."
463,1, Presumably this statement needs to be made while also keeping mind the number of importance samples.
464,2,"Given the pedigree of the senior author, I would have expected better"
465,1,\n\n\nDetailed comments:\n\n- I think in the title/abstract/intro the use of Neural nets is somewhat misleading as neural nets are typically nonlinear.
466,2,I gave up pointing out all the mistakes because even the author apparently doesn't consider this manuscript a good scientific presentation
467,1," There are no theoretical results regarding this question in the paper, and the empirical justification is also lacking."
468,2,This work is stuck in the past. The referee would rather talk about the future - some of the senior co-authors were the future once!
469,2,"In any aspect that this paper is different from XXX et al., (20XX), it shouldnt be"
470,2,The title is the closest Ive seen to manuscript clickbait
471,2,This is depressing! So much work with so little science -..
472,2,This whole paper is wildly speculative and needlessly convoluted.
473,1, \n\nLemma 1 summarizes properties of the solutions that are expected to have after reaching equilibria.
474,1,\n\nOriginality:\n\npros:\n-The paper while simple sheds some light on important problem with the prior distribution used in GAN.
475,2,"It looks to be more of a chance for the authors to promote a product using a poorly constructed, non-replicable pilot study"
476,2,"And finally comes the conclusion, which is the intellectual equivalent of bubblegum."
477,2,The take home message has to be extracted with significant labor from a punishing set of figures with multiple bar graphs
478,2,"Although it doesnt make for a flashy title (which the authors like more than British tabloids do), there is an alternative interpretation"
479,1, but the presentation is severely lacking.
480,2,You have two many misprints
481,1," As I explain further below given the combinatorial form of the result, the usefulness of this particular extension to ReLU network is not very clear."
482,1,"\n\nFinally, the experimental part shows nice improvements "
483,2,This paper is desperate. Please reject it completely and then block the author's email ID so they can't use the online system in the future.
484,2,"I would suggest activating the spellchecker on Word, or keeping the cat from walking on your keyboard"
485,2,"Indeed, the article as a whole shows a lack of sophistication and nuance that is diagnostic of the particular genre of thought pieces"
486,2,"High was my expectation, and so much deeper was my disappointment"
487,2,"If this was taken from a successfully defended thesis, as it appears to have been, then he should not have been awarded a PhD"
488,1,"\u201d Let\u2019s consider the top-left subplot of Fig 1, showing a heavily bimodal distribution (modes near -1 and +1.). Is this plot made using data from a single neuron or from  multiple neurons?"
489,2,"Not sure how to say this diplomatically, but the manuscript is really dull"
490,2,We regret that some of the remarks made by Referee 1 were not edited before being sent to you.
491,2,"Moreover, it is unclear whether the effect is sufficiently important to warrant replication."
492,1, The experimental results are very good and give strong support for the proposed normalization.
493,1,". As I understand, MCTS was not used in this experiment."
494,1, It is shown empirically that the constrained update does not diverge on Baird\u2019s counter example and improves performance in a grid world domain and cart pole over DQN.
495,1," See more detailed points below in Weaknesses.[[CNT], [null], [DIS], [GEN]]\n\n**Strengths**\nI like the high-level motivation of the work, that one needs to understand and establish that language or semantics can help learn better representations for images. "
496,1," If it wasn\u2019t, then the comparison is unfair, as the results for CP-ALS are drastically underestimated."
497,2,I dont believe in simulations
498,2,People have real issues and I am not at all sure that this one deserves attention.
499,2,"Its like you sat around and dreamed up ideas, except theyre just castles in the air"
500,2,Clearly you can tell that I have become distracted by the style of reporting results. I have in fact given up trying to understand it
501,1, The invariance introduced here does not seem to be related to any real world phenomenon. 
502,1," If that is the case, could the authors describe this a bit further?"""
503,1," The \u201cpipeline\u201d is never well defined, only implicitly in p.7 top, and then it is hard to relate the various figures/tables to bottom line results (having the labels wrong does not help that)."
504,1, The numerical experiments show that using CCC strategy leads to an increase in the proportion of efficient equilibrium outcomes.
505,1,"  That and other recent work have provided some systematic evaluations of complex-valued networks, and shown their utility in a number of cases. "
506,2,"They have addressed most of the reviewer comments, although their responses to a few of them remind..."
507,1, This figure does not seem to be referred to anywhere in the text and the broken caption makes it hard to understand what is happening there.
508,1,\n\n+ Paper is well written and easy to follow.
509,1," Studying the relation between predictive coding and deep learning makes sense, but I do not come to the same (strong) conclusions as the author(s) by considering the experimental results - and I do not see evidence for a sophisticated latent representation learned by the network."
510,1, The advertised new results on the asymptotic behaviour assume a first layer that dominates the size of the network.
511,2,It was as if they walked in with a blank sheet of paper.
512,2,The lead author of this study has an apparent history of convincing otherwise well-respected scholars to be unwitting co-authors on his poor excuses for academic papers
513,2,The MS is like a group of old wise men sitting around mulling over the terrible state of the world
514,1, The application is straightforward and thus technical novelty of this paper is limited.
515,2,A classic instance of reinvention of the square wheel.
516,2,"You know that this table is unreadable – at least one of the authors of this paper must have said this is unreadable, lets put in a series of bar plots with the numbers written on the bar. I agree with that person."
517,1, The main motivation seems to be that it is easier to optimize.
518,1," Although the ideas are interest and technically sound, and the proposed algorithms are demonstrated to outperform several baselines in various machine learning tasks,"
519,2,"I hesitated to suggest this manuscript to be rejected, but I handled to the (naive?) idea that this actual pumpkin can turn into a fair-looking princess."
520,2,Hypothesized is such an ugly word
521,1, \n\n****** I read the authors reply. Thank you for your answers and for the SVD plots this is  helpful.
522,1,"\n\nI think the paper does a fairly good job at doing what it does,"
523,2,"From this conclusion, the premise does not follow."
524,1,\n- The idea is novel and impactful if its evaluated properly and consistently.
525,1,\n2) Terms used in the paper are not defined/explained.
526,1," However, it is not made very clear why this matrix is needed or what the qualitative effect of its addition is."
527,1,"\n\nAs such, I do not recommend it for acceptance - it needs significant work before it can be accepted at a conference."
528,2,"Given the dodgy sampling technique, one could and should wonder how useful it is to include a variable with so little explained variance"
529,2,"It was hard to bite myself through, but in the back I found some meat."
530,2,"Mr. Beard is very courageous to give references- if someone did look at another book, I am sure they would stop reading Mr. Beard'-Feynma"
531,1,\n\nClarifications:\n- See the above mentioned clarification issues in 'major weaknesses'. 
532,1, It seems as a more natural way to do it.
533,2,Based on theoretical considerations I dont see a reason to perform these experiments.
534,2,I apologize for this but frankly some parts read like a report of a high-school student on a scientific experiment.
535,2,"The abstract says absolutely nothing, and I mean this literally and not as a judgement for the content of the paper."
536,2,The authors appear to be blissfully unaware ... [reviewer 6. Out of 7. Seven.
537,1, A negative answer to this question will somewhat undermine the significance of the single-hidden-layer result.
538,1," There is a lot of previous work on evaluating similarity in word embeddings (e.g. Hill et al, a lot of the papers in RepEval workshops, etc.); specialization for similarity of word embeddings (e.g. Kiela et al., Mrksic et al., and many others); multi-sense embeddings (e.g. from Navigli's group); and the hubness problem (e.g. Dinu et al.). For the localized centering approach, Hara et al.'s introduced that method. "
539,1,"\n\nMinors:\nThere are some mixed-up notations: tilde{A_i} => A_i , and rank(A_2) => rank(A)_2 in Proposition 3."""
540,2,"Let me expand, using an analogy. "
541,1," The \""parallel ordering\"" terminology also seems to be arbitrary..."
542,1," Furthermore, the paper discusses the algorithm using hand-waiving arguments and lacks the rigor that I would consider necessary on an optimization-based contribution."
543,1," \nOverall, I like the paper."
544,2,"The paper is overlong, very verbose and contains unnecessary repetition."
545,2,The figures are dishonest and not all that useful.
546,2,I dont see how your approach has potential to shed light on a question that anyone might have.
547,2,Find your inner nerd—it must be a big part of you—bind and gap it and then dump it in the ocean tied to a large rock.
548,1, \n\nStrengths:\n- The paper is very well written.
549,1,\n\nPros:\n-- Efficient model
550,1, \n\nThere is also a toy example created to show that this approach works well compared to the RNN based approaches.
551,1,This would give a stronger sense of the kind of wins that are possible in this framework
552,2,The overall tenor is disturbingly glossy and pretentious given the gravity of the topic
553,2,This paper is to science as astrology is to astrophysics' h/
554,1, The UPS optimizer by itself is not new.
555,2,"I stopped reading the subsequent data reports carefully, because I no longer had confidence that they would be accurate"
556,2,An alternative to counting sheep.
557,2,I now turn to my best guess about what the authors might be doing
558,2,This manuscript is not publishable in a reasonable sense
559,2,Details of how important these effects are are missing. Ref.75 is entertaining but inadequate in this respect.
560,1,"""--------------\nSummary and Evaluation:\n--------------\nThis work present a novel multi-agent reference game designed to train monolingual agents to perform translation between their respective languages -- all without parallel corpora."
561,2,Perpetuating the recognition of this in the face of irrefutable evidence is dilettantish and scientifically unacceptable
562,1," They note that the objective can be very different from the desired loss function if the SGD noise matrix is low rank, as evidenced in their experiments."
563,2,"This paper is so bad I cannot even reject it! 
"
564,1,\n- The method lacks details (see Questions above)
565,1, An important contribution is to show that a well-defined architecture representation could lead to efficient cells with a simple randomized search. 
566,2,An article like this is just a waste of peer-reviewing resources
567,2,The figure is a mystery to me. Where did all this sound energy go? It defies the basic laws of physics.
568,2,You have two many misprints
569,2,There are FAR too many analyses and results. The reader is swamped.  Its simply not possible to take it all in. It needs to be pruned.
570,1," Experiments on TREC-QA and SNLI show modest improvement over the word-based structured attention baseline (Parikh et al., 2016)."
571,1, \n- how many new data points are finally added into the training data set?
572,1," It is well written, the idea is well articulated and presented."
573,2,"Im really sorry about this reviewer. If youd like, I can get you a new one. - Edito"
574,2,This article reads like the work of a reasonably competent undergraduate.
575,1," \n\nThis is a well motivated and explained paper, in which a research agenda is clearly defined and evaluated carefully with the results reflected on thoughtfully and with intuition."
576,1," My impression is that most papers on NLI use much larger vocabs, no?"
577,2,"his is the complete review, not an excerpt: Good topic, but i dont get an idea of the results."
578,2,This strikes me as the worst kind of postmodern legerdemain
579,2,I would rather read a meta-analysis
580,2,"I sent your MS to three referees in the hopes of finding someone who might like it a little.  Sadly, I failed"
581,1, I'm not sure what key insights can be taken away from this.
582,1,  That limits the value.
583,2,Didnt like this one 
584,1," Even though LCW performs better than others in this circumstance,"
585,1," I liked the fact that the proposed model is very simple, yet very competitive compared to the state-of-the-art."
586,2,The title of the submission is misleading and it should be renamed 'A Personal Diary'
587,1,"""The authors define a novel method for creating a pair of models, a student and a teacher model, that are co-trained in a manner such that the teacher provides useful examples to the student to communicate a concept that is interpretable to people."
588,1,"""This paper suggests an RNN reparametrization of the recurrent weights with a skew-symmetric matrix using Cayley transform to keep the recurrent weight matrix orthogonal."
589,2,"It is very lengthy, full of mistakes, irrelevant information, and completely fails to attract..."
590,1,"""****\nI acknowledge the author's comments and improve my score to 7."
591,2,"The result does improve the state-of-the-art, but it is not strong enough for acceptance"
592,2,This inclusion criteria is not needed because to be in a master program they would be legal adults. Please remove and adjust everywhere
593,1,\n\nPros:\n\n1. This paper proposes a simple and intuitive approach for training neural networks.
594,1,"""The manuscript introduces the sensor transformation attention networks, a generic neural architecture able to learn the attention that must be payed to different input channels (sensors) depending on the relative quality of each sensor with respect to the others."
595,2,"I think the author could reduce the amount of equation to a proper level and describes the basic principle. […] To be honest, those equations make me a little headache"
596,1, though it's not clear from the paper that the approach is a substantial improvement over previous work.
597,2,"The research team cooked up a great filet mignon. Instead of mushrooms and an exquisite French sauce, we got American ketchup."
598,1," As a result, it is very hard for me to say anything about whether this particular architecture is interesting or is it just in general that background knowledge from concept net is useful."
599,2,This is a confusing paper
600,1, The paper is missing a clear analysis of NGM's limitations...
601,2,"Fig 3e is fanciful, verging on silly"
602,1,.\nI raised my score to 7.
603,2,"I'm really sorry about this reviewer. If you'd like, I can get you a new one. - Edito"
604,1,"""The authors argue that the spectral dimensionality reduction techniques are too slow, due to the complexity of computing the eigenvalue decomposition, and that they are not suitable for out-of-sample extension."
605,1, \n\n2. The authors proposed a simple method to ground the language on visual input.
606,1,\n\nThe paper mentions that the approach is \u201cunsupervised\u201d. 
607,1, It is not clear what is the source of the other cancer control case.
608,2,I would suggest the authors to have some native English speaking to go through it
609,2, DONT SEE WHATS SO HARD I CLEARLY SAID TURN RUEAT
610,1," In other words, for a non-convex problem (about whose landscape we know barely anything), if there are regimes of regularizers that work well (see point 2) -- why should we ask for more stronger regularizers?"
611,2,The findings are not novel and the solution induces despair.
612,1,"\n\n1. The accuracy of the training set is guaranteed to ascend because network morphism is smooth and number of params is always increasing, this also makes the search greedy , which could be suboptimal."
613,2,"I haven't read the word audacity yet in commenting on my reviews, so that is a first. 

- Reviewers response to a response to their revie"
614,1," Also, the experimental results look quite promising"
615,1,"   The proposed network predicts a 2D mask image, where local maxima  correspond to object locations, and values of the maxima correspond to presence values."
616,1," Almost the same method was proposed in K.A. Nguyen, S. Schulte im Walde, N.T. Vu. Integrating Distributional Lexical Contrast into Word Embeddings for Antonym-Synonym Distinction. In Proceedings of ACL, 2016."
617,2,"Probably switching to Bayesian stats will be too difficult for many scientists in the less intelligent fields (e.g., psych)"
618,2,"Recommendation: Publish elsewhere.
Comments: [none] "
619,1, Both these contributions are important in the effectiveness of the overall algorithm.
620,1," Perhaps an exponential number of neurons is necessary in the worst case, but it will be more interesting if the authors show that under certain conditions a polynomial-size network is good enough."
621,2,This is an interesting paper but it is not relevant
622,1,"""# Summary and Assessment\n\nThe paper addresses an important issue\u2013that of making learning of recurrent networks tractable for sequence lengths well beyond 1\u2019000s of time steps."
623,1,"\n-\tIn Figure 2, the authors picked four words to show that valence is helpful to improve Glove word beddings. It is not convincing enough for me."
624,2,The conclusions are still not consistent with the (lack of) findings.
625,2,It (paper) has a kind of self-help quality to it
626,1,"  \n\nA major point of concern is that they do not use the public dataset proposed in Finn et al. 2016, but use their own (smaller) dataset."
627,2,Line 181: on each of the two trees. What does the term two trees refer to?
628,2,For the sake of time I have listed only a few (thirteen!) of the most glaring errors
629,2,"My summary assessment of the paper is as follows:
Introduction: Poor
Background: Poor
Methods: Poor
Results: Poor
Discussion: Poor
Conclusions: Poor 
Overall assessment: Poor
Recommendation: Reject
Further Comments: Why was this submitted to a journal?"
630,2,"Weak, poor experimental design, no analysis possible, carelessly written, poorly thought through"
631,1, This is very important because the main appeal of this work is its applicability to new domains with scarce data which have far fewer words and hence the above scenario is more likely to happen.
632,2,This needs some rephrasing—its loaded with the assumption that there is a real world
633,2,This paper still reads in places more like alternative fan-fiction than scholarship.
634,1,"\n\nProx tables (see also the new edition of Bauschke and Combettes' book): P. L. Combettes and J.-C. Pesquet, \""Proximal splitting methods in signal processing,\"" in: Fixed-Point Algorithms for Inverse Problems in Science and Engineering (2011) http://www4.ncsu.edu/~pcombet/prox.pdf"
635,2,"Ultimately, the results are just a set of observations."
636,2,The only conceivable contribution this paper can make is by providing the academic community with an alternative to counting sheep.
637,1," It argues that because there should be an optimal noise scale (which maximizes test performance), the batch size should be taken proportional to the learning rate, as well as the training set size, and proportional to 1/(1-m)."
638,1, The good aspect of this paper is that it has some performance improvements.
639,2,"By now, there are over 1,000 [articles on this topic], but these authors have not read a single one."
640,1," The paper is aiming to solve a practical problem, and has done some solid research work to validate that."
641,1,"""The key contribution of the paper is a new method for nonlinear dimensionality reduction."
642,2,You make the reader feel uneducated
643,2,This reads like a pretty good MA level seminar paper but comes nowhere near the intellectual status required for publication in journal X
644,2,I am constructing this review more in a stream of conscious thought than a systematic assessment.
645,2,This article is on an interesting topic. Unfortunately there is no more positive to say about this manuscript.
646,2,"I am sure that you would find what you expect, but I question its value as research"
647,2,I concur with the reviewers that the methods are insufficient and thus the conclusion are totally...
648,2,"However, the applicant seems to have run out of steam before he developed a detailed plan and completed the proposal. This is unfortunate"
649,1,"\n3. In Eq. (3), \\tilde{D} is not defined."
650,2,"No new insights, no important question addressed, no problem solved. -.."
651,1,"  \n\nIn general, the paper is well-written and the main ideas are clear."
652,2,"I was really looking forward to reading this manuscript, however this enthusiasm soon waned."
653,1," \n\nThe main limitation of the paper is proposing a principled way to mitigate noise as done in Sukhbataar et.al. (2014), or an actionable trade-off between data acquisition and training schedules."
654,1,"""The quality of this paper is good."
655,1,"  Even in a streaming mode where images need to be evaluated one by one, there are ways to pipeline execution of the residual blocks, and I do not see any discussion of these alternatives in the paper."
656,2,I was somewhat disappointed after reading the MS; I was initially expecting some lighting hit but nothing really happened in the end.
657,1,"\n- Warped Convolutions: Efficient Invariance to Spatial Transformations, Henriques & Vedaldi."
658,1," Numerical results on benchmark datasets show some improvement of the proposed loss over softmax loss and center loss (Wen et al., 2016), when applied to distance-based classifiers such as k-NN and k-means."
659,1,"\n\nPros:\n\n-Simple, effective method that appears readily available to be incorporated to any on-policy PG methods without significantly increase in computational time\n\n-Good empirical evaluation"
660,1,\n\nContributions:\n- The paper proposes a cheaper activation and validates it with an MNIST experiment.
661,2,The results section is not great (boring).
662,1, \n\n- The related work section seems light.
663,2,The following paragraph will strike many of your readers as shrill. They will stop reading the article and throw it into the fire
664,1, \nComparison of Maximum Likelihood and GAN-based training of Real NVPs\nhttps://arxiv.org/pdf/1705.05263.pdf
665,2,This would seem to constitute the very minimum basic scientific requirement for attempting to publish a body of (unoriginal) data
666,2,"Focus on limitations, because they are many!"
667,1," However, I\u2019m not sure if I see why this is true: in a binarized neural net, u also changes, since the previous layers are also binarized."
668,1,\n\nQuality:\nThe proposed approach is well motivated and the experiments show the limits of applicability range of the technique.
669,2,"papers such as this, lacking any knowledge of astronomy and physics, should never be published in any scientific journal with referees"
670,2,A blizzard of extraneous data external information should be culled.
671,2,eviewer 2: 'THOU SHALL AWAIT MY JUDGEMENT... FOR SIX  EARTHLY YEARS
672,2,The results look like a smorgasbord of data
673,1,"\n\nAlthough, the observations are interesting, especially the one on MNIST where the network performs well even with correct labels slightly above chance, the overall contributions are incremental."
674,2,"Frankly, I read the manuscript about two weeks ago and don't remember the context, nor did I cross-walk one part of the essay with another to validate the thought."
675,2,An effort as I might imagine necessary to make this paper work (beyond flagging the insanity) would require a Swiftian talent for irony
676,2,"The paper descends into nonsense, never to return, on line 44."
677,2,Ah - now I see a glimpse of promise in this paper - Five pages into the documen
678,2,This review is without a doubt the single most difficult one I have had to write so far.
679,2,"This is an interesting manuscript, not because of its results, but because of its complete ignorance of due scientific process"
680,2,"On my opinion, the approach the authors are using is trivial and the problem they are solving is made up."
681,1, I am raising my score a bit higher.
682,1,"It is claimed that readability correlates with perplexity, so it would be interesting to see perplexity results for the models."
683,1, This may significantly change the conclusions drawn from\nthe experiments.
684,1," \nb.\tRelated to the previous issue, it is not clear to me if in figure 3 and 5, did the authors binarize the activations of that specific layer or all the layers?"
685,2,"I invite the authors to provide compelling, coherent, and quantitative data."
686,2,The last two sentences of the summary greatly exaggerate the value of this paper and the usefulness of its conclusions.
687,2,This is all science done by wishful thinking. -..
688,2,There is no need to test these hypotheses. They have been tested a long time ago. It is in all...
689,1,"\n\n- It may also be worth adding this reference when discussing neural factorization:\nhttp://www.cs.toronto.edu/~mvolkovs/nips2017_deepcf.pdf\n"""
690,2,The proposal is largely descriptive and mostly a fishing expedition. It will be great if they catch some interesting or unexpected fish
691,2,"The paper is overlong, very verbose and contains unnecessary repetition. - (via shitmyreviewerssay)"
692,1, The clustering by weight (4.1.) is nice and convincing that the model learns something useful.
693,2,"Once I penetrated the pigeon English, I found very little substance underneath.  (Um reviewer? I think you mean pidgin. Still hurts)"
694,2,Arrestingly Pedestrian is both insulting and a great band name
695,2,The manuscript in the present form is not a review article but is rather a number of research papers stapled together.
696,1, \n\nPros:\n- Investigating the ability of distributed representation in encoding input structured is in general interesting.
697,1,"  but without a thorough rewriting of the mathematical sections, it is difficult to fully comprehend its potential and applications."""
698,2,However I deplore the fact that this paper has been created at all
699,1,". I therefore recommend that the paper be accepted.\n\n"""
700,1,""".\n\n\nMinor comments:\n- page 1: The reference list could also include  http://www.mitpressjournals.org/doi/abs/10.1162/NECO_a_00934 and  https://arxiv.org/abs/1510.02777\n- "
701,2,It is hard to imagine researchers of this caliber being unaware of a half-century the field X
702,1," \n- More details regarding the experiments are desirable - how many runs were done, the initialization of the policy network and action-value function, the deep architecture used etc."
703,2,This research is not worth a hill of beans
704,2,The peaceful atmosphere between Christmas and New Year was transiently disrupted by reading this...
705,2,I would drop the first clause in the paper title. It does nothing other than degrade the scientific integrity of the work
706,1," This includes, for instance, the number of levels in the hierarchy (L), the number of motifs at each level in the hierarchy (M_l), the number of nodes in each graph at each level in the hierarchy (| G^{(l)} |), as well as the set of primitive operations."
707,1,"""The paper introduces a technique for optimizing an L0 penalty on the weights of a neural network."
708,1," Overall, the reported functionality is nice,"
709,1,"\n\nOriginality\nThis seems to be first paper that consistently matches baseline results below int-8 accuracy, and shows a promising future direction."
710,2,"As far as this reviewer can tell, what the authors present is not so much a model as it is an equation."
711,2,Reviewer : I do not have any additional comments. I can let this manuscript pass.
712,1,"\n\nApart from these comments, I found the paper interesting especially for the big amount fo comparisons carried out."
713,2,This is rubbish!!!
714,1, The experimental results also look promising.
715,2,This theoretical framework is dark and depressing. But it fits your study well
716,2,"The scales appear to be not divided into quartiles as stated, but rather are based on the distribution of the data (into quartiles)."
717,1,"\n\nIn addition to the theoretical results , the authors conduct a detailed study of their algorithm on CIFAR10"
718,1, \n\nCons/questions:\n1. The motivation of the model choice of q is not clear.
719,1," However, they include a useful ablation study that shows fairly clearly that both ideas (1) and (2) contribute equally to their modest gains, and that without them (FA-NMT Shared=No in Table 2), there would be almost no gains at all."
720,1, \n\nSignificance \n\nThe approach outlined in this paper may spawn a new research direction.
721,1,"  \n\nSmall comments\n---\nThere is a typo in Figure 4 -- \""Howerver\"" should be \""However\"""
722,1," but this manuscript should be improved prior to publication."""
723,1,"""This work explores some approaches in the object detection field of computer vision: (a) a soft attention map based on the activations on convolutional layers, (b) a classification regarding the location of an object in a 3x3 grid over the image, (c) an autoencoder that the authors claim to be aware of the multiple object instances in the image."
724,1, I would think this should be less-than-or-equal
725,2,I stopped reading here.
726,1,"  The modes and its evaluation are relevant and intuitions can be made use for evaluating other similar tasks (in 3D, say). """
727,1, These solutions achieve zero squared-loss.
728,2,Presented paper has 13 pages and 26 adequate references. The paper seems to be very interesting.
729,2,This is a pointless paper. It offers neither interesting new data nor cogent explanation
730,1," \nFor example: \u201cThe effort to use Neural Convolution Networks for text classification tasks is justified by the possibility of appropriating tools from the recent developments of techniques, libraries and hardware used especially in the image classification \u201c"
731,2,"I shall not comment beyond the end of the methods section, and shall comment selectively rather than exhaustively (which would indeed be exhausting)"
732,2,"You aimed for the bare minimum, and missed!"
733,1, \n- It is not clear to me where the baseline results come from.
734,1, The authors also did a good job in connecting with existing works and gave concrete examples for Gaussian policies.
735,1, Using these modifications the authors propose an algorithm (Algorithm 2 in appendix) to train such models efficiently.
736,2,and I'll refer to you as the author despite the effort you have put into ensuring that I know who you are...
737,2,"it reads like someone who searched around the literature without much authentic understanding of social science, methodology or statistics"
738,2,Being first is not sufficient. I could be first to do a backflip off a building with no net but that doesnt make it a good idea
739,1," This manuscript doesn't show that every local minimum of these two types of deep networks is a global minimum, which actually has been shown by existing works like Kawaguchi (2016) with some assumptions."
740,2,…this paper is extremely lengthy and tedious with respect to its importance and relevance.
741,1," For example, the authors\u2019 first contribution is hidden among the text presentation of section 2.[[CNT], [null], [CRT], [MIN]] \n* The paper relies heavily on the supplement to make their central points.[[CNT], [null], [DIS], [MIN]] \n* It is nearly double the recommended page length with a nearly 30 page supplement"
742,1, \n\n- The paper frequently overclaims.
743,1, Therefore I recommend acceptance for it.
744,2,the sthanthard of writing is impercable
745,1, The authors report the highest measured acceleration of VGG16 using low-rank approximation techniques (6.2x vs 5x previously) with a similar accuracy drop (1.2% vs 1.0% previously).
746,1," The tSNE visualization in figure 6 seems to indicate that the style memory representation does not capture class information as well as the raw pixels, but doesn't indicate whether that representation is sensible."
